Template A,Attribute A,Template B,Attribute B,Property A,Property B,Annotation,Notes (in case of confusion),Class A,Class B,Domain Property A, Domain Property B, Range Property A, Range Property B,C1,C2,C3a,C3b,M1,M2,M3,M4a,M4b,M5a,M5b,TB1,TB2,TB3,TB4,TB5,TB6,TB7,TB8,TB9,TB10,TB11
Infobox_company,foundation,Infobox_bedrijf,oprichting,dbo:foundingDate,dbo:formationYear,,,,dbo:Company,,dbo:Organisation,xsd:date,xsd:gYear,0.027,0.973,0,0,148,4,144,0,0,148,148,0,0,0,0,0,0,0,0,0,0,0
Infobox_color,y,Infobox_kleur,m,dbo:cmykCoordinateYellow,dbo:cmykCoordinateMagenta,,,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:integer,xsd:integer,0.1818,0.8182,0.8182,0.8182,22,4,18,18,18,22,22,0,0,1,0,0,1,0,0,1,0,0
Infobox_body_of_water,max-depth,Infobox_meer,maxdiepte,dbo:maximumDepth,dbo:depth,,,,dbo:Lake,dbo:Place,dbo:Place,xsd:double,xsd:double,0.4444,0.7778,0,0,9,4,7,0,0,9,9,1,0,0,0,0,1,0,0,1,0,0
Infobox_Film,gross,Infobox_film,opbrengst,dbo:gross,dbo:revenue,,,,dbo:Film,dbo:Film,dbo:Organisation,xsd:double,xsd:double,0.3333,0.6667,0,0,12,4,8,0,0,12,12,0,0,0,0,0,0,0,0,1,0,0
Infobox_body_of_water,depth,Infobox_meer,maxdiepte,dbo:averageDepth,dbo:depth,,,,dbo:Lake,dbo:Place,dbo:Place,xsd:double,xsd:double,0.5714,0.8571,0,0,7,4,6,0,0,7,7,1,0,0,0,0,1,0,0,1,0,0
Infobox_Olympics_United_States,silver,Infobox_Verenigde_Staten_op_Olympische_Spelen,rang,dbo:numberOfSilverMedalsWon,dbo:rankInFinalMedalCount,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:positiveInteger,0.1,0.9,0.9,0.9,40,4,36,36,36,40,40,0,0,1,0,0,0,0,1,0,0,0
Infobox_color,c,Infobox_kleur,s,dbo:cmykCoordinateCyanic,dbo:hsvCoordinateSaturation,,,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:integer,xsd:integer,0.2,0.8,0.8,0.8,20,4,16,16,16,20,20,0,0,1,0,0,1,0,0,1,0,0
Infobox_football_biography,height,Infobox_voetballer,interlandwedstrijden(goals),dbo:height,dbo:goalsInNationalTeam,,,,dbo:SoccerPlayer,,dbo:SoccerPlayer,xsd:double,xsd:nonNegativeInteger,0.0006,0.8861,0,0.001,6235,4,5525,0,6,6235,6235,0,0,0,0,0,0,0,0,0,0,0
Infobox_color,b,Infobox_kleur,m,dbo:rgbCoordinateBlue,dbo:cmykCoordinateMagenta,,,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:nonNegativeInteger,xsd:integer,0.1481,0.8519,0.7037,0.963,27,4,23,19,26,27,27,0,0,1,0,0,1,0,0,0,0,0
Infobox_Olympics_Australia,bronze,Infobox_Australië_op_Olympische_Spelen,goud,dbo:numberOfBronzeMedalsWon,dbo:numberOfGoldMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1818,0.8182,0.8182,0.8182,22,4,18,18,18,22,22,0,0,1,0,0,1,0,0,1,0,0
Infobox_station,rebuilt,Infobox_station_Denemarken,heropening,dbo:rebuildingYear,dbo:reopeningYear,,,dbo:Station,dbo:RailwayStation,dbo:ArchitecturalStructure,dbo:ArchitecturalStructure,xsd:gYear,xsd:gYear,1,0,0,0,4,4,0,0,0,4,4,0,0,0,0,1,1,0,0,1,0,0
Infobox_Chinese-language_singer_and_actor,yearsactive,Infobox_acteur,jaren-actief,dbo:activeYearsStartYear,dbo:activeYearsEndYear,,,,dbo:Actor,,,xsd:gYear,xsd:gYear,0.5,0.5,0.25,0.375,8,4,4,2,3,8,8,0,0,0,0,0,0,0,0,1,0,0
Infobox_Olympics_Greece,gold,Infobox_Griekenland_op_Olympische_Spelen,brons,dbo:numberOfGoldMedalsWon,dbo:numberOfBronzeMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.4,0.6,0.7,0.6,10,4,6,7,6,10,10,0,0,1,0,0,1,0,0,1,0,0
Persondata,DATE_OF_DEATH,Infobox_politicus,tijdvak6,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,0.16,0.28,0,0,25,4,7,0,0,25,25,0,0,0,0,1,0,0,0,1,0,0
Infobox_station,zone,Infobox_station_Denemarken,perronsporen,dbo:fareZone,dbo:railwayPlatforms,,,dbo:Station,dbo:RailwayStation,dbo:Station,dbo:Station,xsd:string,xsd:string,0.4444,0.5556,0.7778,0,9,4,5,7,0,9,9,0,0,0,0,1,1,0,0,1,0,0
Infobox_color,y,Infobox_kleur,v,dbo:cmykCoordinateYellow,dbo:hsvCoordinateValue,,,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:integer,xsd:integer,0.1818,0.8182,0.7727,0.8182,22,4,18,17,18,22,22,0,0,1,0,0,1,0,0,1,0,0
Infobox_Olympics_Austria,bronze,Infobox_Oostenrijk_op_Olympische_Spelen,goud,dbo:numberOfBronzeMedalsWon,dbo:numberOfGoldMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1053,0.8947,0.8947,0.8947,38,4,34,34,34,38,38,0,0,1,0,0,1,0,0,1,0,0
Infobox_Olympics_United_States,silver,Infobox_Verenigde_Staten_op_Olympische_Spelen,goud,dbo:numberOfSilverMedalsWon,dbo:numberOfGoldMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1,0.9,0.9,0.9,40,4,36,36,36,40,40,0,0,1,0,0,1,0,0,1,0,0
Infobox_lake,length,Infobox_meer,maxbreedte,dbo:length,dbo:width,,,dbo:Lake,dbo:Lake,,,xsd:double,xsd:double,0.0186,0.9674,0.9535,0.986,215,4,208,205,212,215,215,0,0,1,0,0,0,0,0,1,0,0
Infobox_Olympics_Belgium,bronze,Infobox_België_op_Olympische_Spelen,goud,dbo:numberOfBronzeMedalsWon,dbo:numberOfGoldMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.16,0.84,0.84,0.84,25,4,21,21,21,25,25,0,0,1,0,0,1,0,0,1,0,0
Infobox_Olympics_United_States,gold,Infobox_Verenigde_Staten_op_Olympische_Spelen,rang,dbo:numberOfGoldMedalsWon,dbo:rankInFinalMedalCount,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:positiveInteger,0.1,0.9,0.9,0.9,40,4,36,36,36,40,40,0,0,1,0,0,0,0,1,0,0,0
Infobox_Olympics_Netherlands,gold,Infobox_Nederland_op_Olympische_Spelen,brons,dbo:numberOfGoldMedalsWon,dbo:numberOfBronzeMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1111,0.8889,0.8889,0.8889,36,4,32,32,32,36,36,0,0,1,0,0,1,0,0,1,0,0
Persondata,DATE_OF_DEATH,Infobox_politicus_Nederland,tijdvak3,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,0.16,0.52,0,0,25,4,13,0,0,25,25,0,0,0,0,1,0,0,0,1,0,0
Persondata,DATE_OF_BIRTH,Infobox_sporter,geboortedatum,dbo:birthYear,dbo:birthDate,,,dbo:Person,dbo:Athlete,dbo:Person,dbo:Person,xsd:gYear,xsd:date,0.0039,0.9961,0.972,0,1037,4,1033,1008,0,1037,1037,0,0,0,0,1,1,0,0,0,0,0
Infobox_Olympics_Belgium,gold,Infobox_België_op_Olympische_Spelen,brons,dbo:numberOfGoldMedalsWon,dbo:numberOfBronzeMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1538,0.8462,0.8077,0.8462,26,4,22,21,22,26,26,0,0,1,0,0,1,0,0,1,0,0
Infobox_body_of_water,depth,Infobox_meer,gemdiepte,dbo:averageDepth,dbo:depth,,,,dbo:Lake,dbo:Place,dbo:Place,xsd:double,xsd:double,0.5714,0.8571,0,0,7,4,6,0,0,7,7,1,0,0,0,0,1,0,0,1,0,0
Infobox_Olympics_Finland,rank,Infobox_Finland_op_Olympische_Spelen,sporten,dbo:rankInFinalMedalCount,dbo:numberOfSports,,,dbo:OlympicResult,dbo:OlympicResult,dbo:OlympicResult,,xsd:positiveInteger,xsd:nonNegativeInteger,0.1538,0.8462,0.8077,0.8462,26,4,22,21,22,26,26,0,0,1,0,0,0,0,0,0,0,0
Infobox_ship_characteristics,Ship_beam,Infobox_marineschip,breedte,dbo:shipBeam,dbo:width,,,dbo:Ship,dbo:Ship,dbo:Ship,,xsd:double,xsd:double,0.2857,0.7143,0,0,14,4,10,0,0,14,14,0,0,1,0,0,0,0,0,1,0,0
Infobox_NRHP,built,Infobox_brug,bouwjaar,dbo:yearOfConstruction,dbo:buildingStartYear,,,,dbo:Bridge,dbo:Place,dbo:ArchitecturalStructure,xsd:gYear,xsd:gYear,0.75,0.5,0,0,4,3,2,0,0,4,4,0,0,0,0,0,0,0,1,1,0,0
Infobox_person,death_date,Infobox_acteur,jaren-actief,dbo:deathDate,dbo:activeYearsEndYear,,,dbo:Person,dbo:Actor,dbo:Person,,xsd:date,xsd:gYear,0.0036,0.9964,0.8417,0.9845,840,3,837,707,827,840,840,0,0,0,0,1,0,0,0,0,0,0
Infobox_person,birth_date,Infobox_persoon,geboortedatum,dbo:birthYear,dbo:birthDate,,,dbo:Person,dbo:Person,dbo:Person,dbo:Person,xsd:gYear,xsd:date,0.0091,0.9909,0.9757,0,329,3,326,321,0,329,329,0,0,1,0,0,1,0,0,0,0,0
Infobox_color,c,Infobox_kleur,g,dbo:cmykCoordinateCyanic,dbo:rgbCoordinateBlue,,,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:integer,xsd:nonNegativeInteger,0.1364,0.8636,0.6818,0.9091,22,3,19,15,20,22,22,0,0,1,0,0,1,0,0,0,0,0
Infobox_settlement,established_date,Infobox_plaats_in_Brazilië,gesticht,dbo:foundingDate,dbo:foundingYear,,,,,,,xsd:date,xsd:gYear,0.0084,0.9499,0,0,359,3,341,0,0,359,359,0,0,0,0,0,0,0,0,0,0,0
Infobox_Olympics_Hungary,bronze,Infobox_Hongarije_op_Olympische_Spelen,zilver,dbo:numberOfBronzeMedalsWon,dbo:numberOfSilverMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1111,0.8889,0.8889,0.8889,27,3,24,24,24,27,27,0,0,1,0,0,1,0,0,1,0,0
Infobox_color,k,Infobox_kleur,m,dbo:cmykCoordinateBlack,dbo:cmykCoordinateMagenta,,,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:integer,xsd:integer,0.1364,0.8636,0.8636,0.8636,22,3,19,19,19,22,22,0,0,1,0,0,1,0,0,1,0,0
Infobox_Olympics_Netherlands,silver,Infobox_Nederland_op_Olympische_Spelen,sporten,dbo:numberOfSilverMedalsWon,dbo:numberOfSports,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0789,0.9211,0.7895,0.8684,38,3,35,30,33,38,38,0,0,1,0,0,0,0,0,1,0,0
Infobox_Olympics_Hungary,bronze,Infobox_Hongarije_op_Olympische_Spelen,sporten,dbo:numberOfBronzeMedalsWon,dbo:numberOfSports,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.2,0.8,0.8667,0.8,15,3,12,13,12,15,15,0,0,1,0,0,0,0,0,1,0,0
Infobox_officeholder,serviceyears,Infobox_ambtsbekleder,start_periode3,dbo:serviceStartYear,dbo:activeYearsStartYear,,,dbo:OfficeHolder,dbo:OfficeHolder,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.024,0.368,0,0,125,3,46,0,0,125,125,0,0,1,0,0,0,0,0,1,0,0
Infobox_person,death_date,Infobox_politicus,tijdvak4,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,0.25,0.25,0,0,12,3,3,0,0,12,12,0,0,0,0,1,0,0,0,1,0,0
Infobox_Christian_leader,ended,Infobox_kardinaal,tijdvak5,dbo:activeYearsEndYear,dbo:activeYearsStartYear,,,,dbo:Cardinal,,,xsd:gYear,xsd:gYear,0.075,0.3,0.7,1,40,3,12,28,40,40,40,0,0,0,0,0,0,0,0,1,0,0
Infobox_person,years_active,Infobox_acteur,geboren,dbo:activeYearsStartYear,dbo:birthYear,,,dbo:Person,dbo:Actor,,dbo:Person,xsd:gYear,xsd:gYear,0.0005,0.6247,0.9933,0.6809,5513,3,3444,5476,3754,5513,5513,0,0,0,0,1,0,0,0,1,0,0
Infobox_power_station,commissioned,Infobox_kernenergiecentrale,stillegging,dbo:openingDate,dbo:commissioningDate,,,dbo:PowerStation,dbo:PowerStation,,dbo:Ship,xsd:date,xsd:date,0.375,0.375,0,0,8,3,3,0,0,8,8,0,0,1,0,0,0,0,0,1,0,0
Infobox_Olympics_Australia,competitors,Infobox_Australië_op_Olympische_Spelen,sporten,dbo:numberOfCompetitors,dbo:numberOfSports,,,dbo:OlympicResult,dbo:OlympicResult,dbo:OlympicResult,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1111,0.8889,0.8148,0.8889,27,3,24,22,24,27,27,0,0,1,0,0,0,0,0,1,0,0
Infobox_scientist,death_date,Infobox_Nobelprijswinnaar,periode,dbo:deathDate,dbo:birthDate,,,dbo:Scientist,,dbo:Person,dbo:Person,xsd:date,xsd:date,0.0083,0.9917,0.9807,1,362,3,359,355,362,362,362,0,0,0,0,0,1,0,0,1,0,0
Infobox_Chinese-language_singer_and_actor,yearsactive,Infobox_acteur,overleden,dbo:activeYearsEndYear,dbo:deathYear,,,,dbo:Actor,,dbo:Person,xsd:gYear,xsd:gYear,1,0,0,0.3333,3,3,0,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0
Infobox_color,r,Infobox_kleur,m,dbo:rgbCoordinateRed,dbo:cmykCoordinateMagenta,,,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:nonNegativeInteger,xsd:integer,0.1111,0.8889,0.7407,0.8889,27,3,24,20,24,27,27,0,0,1,0,0,1,0,0,0,0,0
Infobox_Christian_leader,enthroned,Infobox_aartsbisschop_RK,tijdvak1,dbo:activeYearsStartYear,dbo:activeYearsEndYear,,,,dbo:ChristianBishop,,,xsd:gYear,xsd:gYear,0.6,1,0.2,1,5,3,5,1,5,5,5,0,0,0,0,0,0,0,0,1,0,0
Infobox_settlement,area_water_percent,Infobox_plaats_Verenigde_Staten,bevolking,dbo:percentageOfAreaWater,dbo:populationTotal,,,,dbo:Settlement,,,xsd:float,xsd:nonNegativeInteger,0.0015,0.9985,0.9985,0,2007,3,2004,2004,0,2007,2007,0,0,0,0,0,0,0,0,0,0,0
Infobox_color,m,Infobox_kleur,b,dbo:cmykCoordinateMagenta,dbo:rgbCoordinateGreen,,,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:integer,xsd:nonNegativeInteger,0.1364,0.8636,0.9545,0.8636,22,3,19,21,19,22,22,0,0,1,0,0,1,0,0,0,0,0
Infobox_Olympics_Netherlands,sports,Infobox_Nederland_op_Olympische_Spelen,zilver,dbo:numberOfSports,dbo:numberOfSilverMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0938,0.9062,0.875,0.9062,32,3,29,28,29,32,32,0,0,1,0,0,0,0,0,1,0,0
Infobox_Prime_Minister,term_end2,Infobox_ambtsbekleder,gestorven,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:PrimeMinister,dbo:OfficeHolder,,dbo:Person,xsd:date,xsd:date,0.039,0.4026,0.9351,0,77,3,31,72,0,77,77,0,0,0,0,0,0,0,0,1,0,0
Infobox_Olympics_Switzerland,sports,Infobox_Zwitserland_op_Olympische_Spelen,rang,dbo:numberOfSports,dbo:rankInFinalMedalCount,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:positiveInteger,0.0811,0.9189,0.8919,0.6486,37,3,34,33,24,37,37,0,0,1,0,0,0,0,0,0,0,0
Infobox_Album,Released,Infobox_muziekalbum,datum,dbo:releaseDate,dbo:recordDate,,,,dbo:Album,,dbo:MusicalWork,xsd:date,xsd:date,0.75,0.25,0,0,4,3,1,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0
Taxobox,synonyms,Taxobox_reptiel,w-naam,dbo:synonym,dbo:scientificName,,,,dbo:Reptile,,dbo:Species,xsd:string,xsd:string,0.0047,0.9969,0,0,635,3,633,0,0,635,635,0,0,0,0,0,0,0,0,1,0,0
Infobox_Olympics_Netherlands,bronze,Infobox_Nederland_op_Olympische_Spelen,sporten,dbo:numberOfBronzeMedalsWon,dbo:numberOfSports,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0789,0.9211,0.7895,0.8684,38,3,35,30,33,38,38,0,0,1,0,0,0,0,0,1,0,0
Infobox_officeholder,serviceyears,Infobox_ambtsbekleder,eind_periode5,dbo:serviceEndYear,dbo:activeYearsEndYear,,,dbo:OfficeHolder,dbo:OfficeHolder,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.0294,0.0882,0,0,102,3,9,0,0,102,102,0,0,1,0,0,0,0,0,1,0,0
Infobox_Olympics_Italy,silver,Infobox_Italië_op_Olympische_Spelen,rang,dbo:numberOfSilverMedalsWon,dbo:rankInFinalMedalCount,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:positiveInteger,0.0857,0.9143,0.9143,0.9429,35,3,32,32,33,35,35,0,0,1,0,0,0,0,1,0,0,0
Infobox_Olympics_Belgium,sports,Infobox_België_op_Olympische_Spelen,deelnemers,dbo:numberOfSports,dbo:numberOfCompetitors,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0789,0.9211,0.9211,0.9211,38,3,35,35,35,38,38,0,0,1,0,0,0,0,0,1,0,0
Infobox_NRHP,built,Infobox_gebouw,opening,dbo:yearOfConstruction,dbo:openingYear,,,,,dbo:Place,,xsd:gYear,xsd:gYear,1,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0
Infobox_settlement,area_water_sq_mi,Infobox_plaats_Verenigde_Staten,bevolking,dbo:areaWater,dbo:populationTotal,,,,dbo:Settlement,dbo:Place,,xsd:double,xsd:nonNegativeInteger,0.0001,0.3473,0.9989,0,20820,3,7231,20797,0,20820,20820,0,0,0,0,0,0,0,0,0,0,0
Infobox_Olympics_Australia,silver,Infobox_Australië_op_Olympische_Spelen,brons,dbo:numberOfSilverMedalsWon,dbo:numberOfBronzeMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1364,0.8636,0.8636,0.8636,22,3,19,19,19,22,22,0,0,1,0,0,1,0,0,1,0,0
Persondata,DATE_OF_DEATH,Infobox_politicus,tijdvak10,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,0.12,0.12,0,0,25,3,3,0,0,25,25,0,0,0,0,1,0,0,0,1,0,0
Infobox_airline,ICAO,Infobox_luchtvaartmaatschappij,callsign,dbo:icaoAirlineCode,dbo:registration,,,dbo:Airline,dbo:Airline,dbo:Airline,dbo:Company,xsd:string,xsd:string,0.016,0.984,0,0.984,188,3,185,0,185,188,188,0,0,1,0,0,0,1,0,1,0,0
Infobox_writer,birth_date,Infobox_Nobelprijswinnaar,periode,dbo:birthDate,dbo:deathDate,,,dbo:Writer,,dbo:Person,dbo:Person,xsd:date,xsd:date,0.0448,0.9552,0.9403,0.9403,67,3,64,63,63,67,67,0,0,0,0,0,1,0,0,1,0,0
Infobox_Politician,term_end2,Infobox_politicus,overleden,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Politician,dbo:Politician,,dbo:Person,xsd:date,xsd:date,0.5,0.3333,0.5,0,6,3,2,3,0,6,6,0,0,1,0,0,0,0,0,1,0,0
Infobox_Olympics_Australia,bronze,Infobox_Australië_op_Olympische_Spelen,zilver,dbo:numberOfBronzeMedalsWon,dbo:numberOfSilverMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1364,0.8636,0.8636,0.8636,22,3,19,19,19,22,22,0,0,1,0,0,1,0,0,1,0,0
Infobox_officeholder,serviceyears,Infobox_ambtsbekleder,start_periode2,dbo:serviceEndYear,dbo:activeYearsStartYear,,,dbo:OfficeHolder,dbo:OfficeHolder,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.028,0.6355,0,0,107,3,68,0,0,107,107,0,0,1,0,0,0,0,0,1,0,0
Infobox_Olympics_Hungary,silver,Infobox_Hongarije_op_Olympische_Spelen,brons,dbo:numberOfSilverMedalsWon,dbo:numberOfBronzeMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1111,0.8889,0.8889,0.8889,27,3,24,24,24,27,27,0,0,1,0,0,1,0,0,1,0,0
Infobox_settlement,population_density_sq_mi,Infobox_plaats_Verenigde_Staten,bevolking,dbo:populationDensity,dbo:populationTotal,,,,dbo:Settlement,dbo:PopulatedPlace,,xsd:double,xsd:nonNegativeInteger,0.0002,0.8643,0.9991,0,17139,3,14814,17124,0,17139,17139,0,0,0,0,0,0,0,0,0,0,0
Persondata,DATE_OF_DEATH,Infobox_politicus,tijdvak7,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,0.12,0.24,0,0,25,3,6,0,0,25,25,0,0,0,0,1,0,0,0,1,0,0
Infobox_Olympics_Greece,bronze,Infobox_Griekenland_op_Olympische_Spelen,goud,dbo:numberOfBronzeMedalsWon,dbo:numberOfGoldMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.3,0.7,0.7,0.6,10,3,7,7,6,10,10,0,0,1,0,0,1,0,0,1,0,0
Infobox_Olympics_Norway,gold,Infobox_Noorwegen_op_Olympische_Spelen,brons,dbo:numberOfGoldMedalsWon,dbo:numberOfBronzeMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.075,0.925,0.925,0.925,40,3,37,37,37,40,40,0,0,1,0,0,1,0,0,1,0,0
Infobox_body_of_water,max-depth,Infobox_meer,gemdiepte,dbo:maximumDepth,dbo:depth,,,,dbo:Lake,dbo:Place,dbo:Place,xsd:double,xsd:double,0.3333,0.6667,0,0,9,3,6,0,0,9,9,1,0,0,0,0,1,0,0,1,0,0
Infobox_Christian_leader,ended,Infobox_kardinaal,tijdvak4,dbo:activeYearsEndYear,dbo:activeYearsStartYear,,,,dbo:Cardinal,,,xsd:gYear,xsd:gYear,0.075,0.425,0.7,1,40,3,17,28,40,40,40,0,0,0,0,0,0,0,0,1,0,0
Infobox_television,num_episodes,Infobox_televisieprogramma,seizoenen,dbo:numberOfEpisodes,dbo:numberOfSeasons,,,dbo:TelevisionShow,dbo:TelevisionShow,dbo:TelevisionShow,dbo:TelevisionShow,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.005,0.995,0.9181,0.9264,598,3,595,549,554,598,598,0,0,1,0,0,1,0,0,1,0,0
Infobox_Olympics_France,sports,Infobox_Frankrijk_op_Olympische_Spelen,rang,dbo:numberOfSports,dbo:rankInFinalMedalCount,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:positiveInteger,0.0811,0.9189,0.9189,0.6216,37,3,34,34,23,37,37,0,0,1,0,0,0,0,0,0,0,0
Infobox_football_biography,height,Infobox_voetballer,wedstrijden(goals),dbo:height,dbo:goalsInLeague,,,,dbo:SoccerPlayer,,dbo:SoccerPlayer,xsd:double,xsd:nonNegativeInteger,0.0005,0.1081,0,0.0013,5929,3,641,0,8,5929,5929,0,0,0,0,0,0,0,0,0,0,0
Infobox_officeholder,serviceyears,Infobox_ambtsbekleder,eind_periode4,dbo:serviceEndYear,dbo:activeYearsEndYear,,,dbo:OfficeHolder,dbo:OfficeHolder,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.0294,0.2157,0,0,102,3,22,0,0,102,102,0,0,1,0,0,0,0,0,1,0,0
Infobox_NRHP,built,Infobox_gebouw,gereed,dbo:yearOfConstruction,dbo:buildingEndYear,,,,,dbo:Place,dbo:ArchitecturalStructure,xsd:gYear,xsd:gYear,0.6,0.6,0,0.2,5,3,3,0,1,5,5,0,0,0,0,0,0,0,1,1,0,0
Infobox_Olympics_Australia,sports,Infobox_Australië_op_Olympische_Spelen,deelnemers,dbo:numberOfSports,dbo:numberOfCompetitors,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0968,0.9032,0.9032,0.7097,31,3,28,28,22,31,31,0,0,1,0,0,0,0,0,1,0,0
Infobox_television,num_seasons,Infobox_televisieprogramma,afleveringen,dbo:numberOfSeasons,dbo:numberOfEpisodes,,,dbo:TelevisionShow,dbo:TelevisionShow,dbo:TelevisionShow,dbo:TelevisionShow,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.003,0.8601,0.9921,0.5054,1015,3,873,1007,513,1015,1015,0,0,1,0,0,1,0,0,1,0,0
Infobox_Senator,term_end2,Infobox_ambtsbekleder,gestorven,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Senator,dbo:OfficeHolder,,dbo:Person,xsd:date,xsd:date,0.2143,0.6429,1,0,14,3,9,14,0,14,14,0,0,0,0,0,0,0,0,1,0,0
