Template A,Attribute A,Template B,Attribute B,Property A,Property B,Annotation,Notes (in case of confusion),Class A,Class B,Domain Property A, Domain Property B, Range Property A, Range Property B,C1,C2,C3a,C3b,M1,M2,M3,M4a,M4b,M5a,M5b,TB1,TB2,TB3,TB4,TB5,TB6,TB7,TB8,TB9,TB10,TB11
Infobox_military_conflict,combatant1,Infobox_militair_conflict,casualties2,dbo:combatant,dbo:causalties,,,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,xsd:string,xsd:string,0.001,0.81,0.926,0.955,1000,1,810,926,955,1000,1000,,,,,,,,,,,
Taxobox,synonyms,Taxobox_amfibie,commons,dbo:synonym,dbo:picturesCommonsCategory,,,,dbo:Insect,,,xsd:string,xsd:string,0.0111,0.9889,0,0,90,1,89,0,0,90,90,,,,,,,,,,,
Infobox_military_unit,dates,Infobox_luchthaven,opgericht,dbo:activeYearsEndYear,dbo:foundingYear,,,dbo:MilitaryUnit,dbo:Airport,,,xsd:gYear,xsd:gYear,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_political_party,dissolved,Infobox_politieke_partij_Nederland,opheffing,dbo:extinctionDate,dbo:extinctionYear,,,dbo:PoliticalParty,dbo:PoliticalParty,,dbo:Species,xsd:date,xsd:gYear,0.25,0.5,0.75,0,4,1,2,3,0,4,4,,,,,,,,,,,
Infobox_military_person,serviceyears,Infobox_politicus,tijdvak1,dbo:serviceEndYear,dbo:activeYearsEndYear,,,dbo:MilitaryPerson,dbo:Politician,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.25,0.5,0,0,4,1,2,0,0,4,4,,,,,,,,,,,
Infobox_politician,order5,Infobox_dynastie,functie1,dbo:orderInOffice,dbo:office,,,dbo:Politician,dbo:Family,,,xsd:string,xsd:string,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_colour,k,Infobox_kleur,v,dbo:cmykCoordinateBlack,dbo:hsvCoordinateValue,,,,dbo:Colour,dbo:Colour,dbo:Colour,xsd:integer,xsd:integer,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_person,death_date,Infobox_politicus_Nederland,tijdvak1,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_military_conflict,combatant2,Infobox_militair_conflict,strength1,dbo:combatant,dbo:strength,,,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,xsd:string,xsd:string,0.001,0.8541,0.9497,0.9608,994,1,849,944,955,994,994,,,,,,,,,,,
Infobox_military_conflict,combatant1,Infobox_militair_conflict,strength2,dbo:combatant,dbo:strength,,,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,xsd:string,xsd:string,0.001,0.8783,0.9497,0.9608,994,1,873,944,955,994,994,,,,,,,,,,,
Infobox_Judge,term_start,Infobox_ambtsbekleder,start_periode,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Judge,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.1667,1,0,0,6,1,6,0,0,6,6,,,,,,,,,,,
Infobox_Politician,term_end,Infobox_politicus_Nederland,tijdvak6,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.0294,0.1176,0,0,34,1,4,0,0,34,34,,,,,,,,,,,
Infobox_President,term_start2,Infobox_ambtsbekleder,start_periode3,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:President,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0115,0.0805,0,0,87,1,7,0,0,87,87,,,,,,,,,,,
Infobox_Politician,term_end1,Infobox_politicus_Nederland,tijdvak5,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.0294,0.0294,0,0,34,1,1,0,0,34,34,,,,,,,,,,,
Infobox_Politician,term_start7,Infobox_ambtsbekleder,start_periode2,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0455,0.0455,0,0,22,1,1,0,0,22,22,,,,,,,,,,,
Infobox_officeholder,serviceyears,Infobox_politicus_Nederland,tijdvak1,dbo:serviceEndYear,dbo:activeYearsStartYear,,,dbo:OfficeHolder,dbo:Politician,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.3333,1,0,0,3,1,3,0,0,3,3,,,,,,,,,,,
Infobox_ship_career,Ship_launched,Infobox_schip,Schip_in_de_vaart_genomen,dbo:shipLaunch,dbo:introductionDate,,,dbo:Ship,dbo:Ship,dbo:Ship,dbo:MeanOfTransportation,xsd:date,xsd:date,0.0263,0.9737,0,0.8158,38,1,37,0,31,38,38,,,,,,,,,,,
Infobox_Vice_President,serviceyears,Infobox_politicus,tijdvak2,dbo:serviceEndYear,dbo:activeYearsStartYear,,,,dbo:Politician,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_Olympics_Netherlands,competitors,Infobox_Nederland_op_Olympische_Spelen,sporten,dbo:numberOfCompetitors,dbo:numberOfSports,,,dbo:OlympicResult,dbo:OlympicResult,dbo:OlympicResult,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.025,0.975,0.9,0.975,40,1,39,36,39,40,40,,,,,,,,,,,
Infobox_Olympics_Great_Britain,competitors,Infobox_Groot-Brittannië_op_Olympische_Spelen,goud,dbo:numberOfCompetitors,dbo:numberOfGoldMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0238,1,0.8333,0.6905,42,1,42,35,29,42,42,,,,,,,,,,,
Infobox_Olympics_Hungary,sports,Infobox_Hongarije_op_Olympische_Spelen,goud,dbo:numberOfSports,dbo:numberOfGoldMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.025,0.975,0.65,0.675,40,1,39,26,27,40,40,,,,,,,,,,,
Infobox_politician,term_end3,Infobox_politicus_Nederland,tijdvak3,dbo:activeYearsEndDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.375,0,0,8,1,3,0,0,8,8,,,,,,,,,,,
Infobox_Olympics_Hungary,bronze,Infobox_Hongarije_op_Olympische_Spelen,rang,dbo:numberOfBronzeMedalsWon,dbo:rankInFinalMedalCount,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:positiveInteger,0.0385,0.9615,0.9231,0.9615,26,1,25,24,25,26,26,,,,,,,,,,,
Infobox_bridge,height,Infobox_brug,breedte,dbo:height,dbo:width,,,dbo:Bridge,dbo:Bridge,,,xsd:double,xsd:double,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_officeholder,order2,Infobox_persoon_Tweede_Wereldoorlog,rang,dbo:orderInOffice,dbo:rank,,,dbo:OfficeHolder,dbo:Person,,,xsd:string,xsd:string,0.25,0.75,0,0,4,1,3,0,0,4,4,,,,,,,,,,,
Infobox_UK_station,start,Infobox_spoorwegstation_Verenigd_Koninkrijk,start,dbo:openingDate,dbo:openingYear,,,,dbo:RailwayStation,,,xsd:date,xsd:gYear,0.0116,0.6395,0.9884,0,86,1,55,85,0,86,86,,,,,,,,,,,
Infobox_Prime_Minister,term_end5,Infobox_ambtsbekleder,eind_periode,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:PrimeMinister,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0101,0.1414,0,0,99,1,14,0,0,99,99,,,,,,,,,,,
Infobox_EMU,capacity,Infobox_treinstel,aantal,dbo:capacity,dbo:numberBuilt,,,,dbo:Train,,dbo:Aircraft,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.1429,1,1,0,7,1,7,7,0,7,7,,,,,,,,,,,
Persondata,date_of_death,Infobox_heerser,regeerperiode3,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Monarch,dbo:Person,,xsd:gYear,xsd:gYear,0.0217,0.0435,0.087,0,46,1,2,4,0,46,46,,,,,,,,,,,
Infobox_politician,term_start,Infobox_politicus_Nederland,tijdvak1,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,1,0,0,8,1,8,0,0,8,8,,,,,,,,,,,
Infobox_Bridge,closed,Infobox_brug,opening,dbo:closingYear,dbo:openingYear,,,,dbo:Bridge,,,xsd:gYear,xsd:gYear,1,1,1,0,1,1,1,1,0,1,1,,,,,,,,,,,
Infobox_politician,order1,Infobox_dynastie,functie4,dbo:orderInOffice,dbo:office,,,dbo:Politician,dbo:Family,,,xsd:string,xsd:string,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_Senator,term_start3,Infobox_politicus,tijdvak2,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Senator,dbo:Politician,,,xsd:date,xsd:gYear,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_settlement,other_name,Infobox_plaats_in_Marokko,caption1,dbo:synonym,dbo:subtitle,,,,,,,xsd:string,xsd:string,0.5,0.5,0,0,2,1,1,0,0,2,2,,,,,,,,,,,
Infobox_country,ethnic_groups_year,Infobox_regio,census,dbo:ethnicGroupsInYear,dbo:censusYear,,,dbo:Country,dbo:Region,,dbo:PopulatedPlace,xsd:gYear,xsd:gYear,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_Politician,term_start6,Infobox_ambtsbekleder,eind_periode2,dbo:activeYearsStartDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.05,0.1,0,0,20,1,2,0,0,20,20,,,,,,,,,,,
Infobox_rail_line,close,SP-data,SLUIT,dbo:closingDate,dbo:closingYear,,,dbo:RailwayLine,dbo:RailwayLine,,,xsd:date,xsd:gYear,0.3333,0,0.3333,0,3,1,0,1,0,3,3,,,,,,,,,,,
Infobox_Olympics_Belgium,bronze,Infobox_België_op_Olympische_Spelen,sporten,dbo:numberOfBronzeMedalsWon,dbo:numberOfSports,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0417,0.9583,0.9167,0.9167,24,1,23,22,22,24,24,,,,,,,,,,,
Infobox_Prime_Minister,term_end,Infobox_ambtsbekleder,eind_periode2,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:PrimeMinister,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0101,0.4242,0,0,99,1,42,0,0,99,99,,,,,,,,,,,
Infobox_officeholder,serviceyears,Infobox_militair_persoon,dienstjaren,dbo:serviceEndYear,dbo:serviceStartYear,,,dbo:OfficeHolder,dbo:MilitaryPerson,dbo:MilitaryPerson,dbo:MilitaryPerson,xsd:gYear,xsd:gYear,0.0526,0.9474,0.9474,1,19,1,18,18,19,19,19,,,,,,,,,,,
Persondata,DATE_OF_DEATH,Infobox_politicus_Nederland,tijdvak6,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,0.04,0.04,0,0,25,1,1,0,0,25,25,,,,,,,,,,,
Infobox_settlement,postal_code,Infobox_plaats_in_India,netnummer,dbo:postalCode,dbo:areaCode,,,,dbo:Settlement,,dbo:Place,xsd:string,xsd:string,0.0196,0.9804,0.8431,0,51,1,50,43,0,51,51,,,,,,,,,,,
Infobox_politician,term_end3,Infobox_politicus_Nederland,tijdvak6,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.125,0,0,8,1,1,0,0,8,8,,,,,,,,,,,
Infobox_politician,term_end1,Infobox_politicus_Nederland,tijdvak7,dbo:activeYearsEndDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.25,0,0,8,1,2,0,0,8,8,,,,,,,,,,,
Infobox_politician,term_start,Infobox_politicus_Nederland,tijdvak6,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.25,0,0,8,1,2,0,0,8,8,,,,,,,,,,,
Infobox_Officeholder,serviceyears,Infobox_ambtsbekleder,start_periode5,dbo:serviceStartYear,dbo:activeYearsStartYear,,,,dbo:OfficeHolder,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.0278,0.0833,0,0,36,1,3,0,0,36,36,,,,,,,,,,,
Infobox_Officeholder,serviceyears,Infobox_ambtsbekleder,start_periode7,dbo:serviceEndYear,dbo:activeYearsStartYear,,,,dbo:OfficeHolder,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.0303,0.0606,0,0,33,1,2,0,0,33,33,,,,,,,,,,,
Infobox_Officeholder,serviceyears,Infobox_ambtsbekleder,eind_periode3,dbo:serviceStartYear,dbo:activeYearsEndYear,,,,dbo:OfficeHolder,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.0303,0.3939,0,0,33,1,13,0,0,33,33,,,,,,,,,,,
Infobox_officeholder,serviceyears,Infobox_president,termijn,dbo:serviceEndYear,dbo:serviceStartYear,,,dbo:OfficeHolder,dbo:President,dbo:MilitaryPerson,dbo:MilitaryPerson,xsd:gYear,xsd:gYear,0.0769,0.9231,1,0.8462,13,1,12,13,11,13,13,,,,,,,,,,,
Infobox_colour,g,Infobox_kleur,y,dbo:rgbCoordinateGreen,dbo:cmykCoordinateYellow,,,,dbo:Colour,dbo:Colour,dbo:Colour,xsd:nonNegativeInteger,xsd:integer,0.5,0.5,0.5,1,2,1,1,1,2,2,2,,,,,,,,,,,
Infobox_settlement,population_metro,Infobox_plaats_in_Argentinië,inwoneraantal,dbo:populationMetro,dbo:populationTotal,,,,dbo:Settlement,dbo:PopulatedPlace,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.125,0.875,0.875,0,8,1,7,7,0,8,8,,,,,,,,,,,
Infobox_color,r,Infobox_kleur,c,dbo:rgbCoordinateRed,dbo:cmykCoordinateCyanic,,,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:nonNegativeInteger,xsd:integer,0.037,0.963,0.7778,0.963,27,1,26,21,26,27,27,,,,,,,,,,,
Infobox_color,b,Infobox_kleur,v,dbo:rgbCoordinateBlue,dbo:hsvCoordinateValue,,,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:nonNegativeInteger,xsd:integer,0.037,0.963,0.8889,0.9259,27,1,26,24,25,27,27,,,,,,,,,,,
Infobox_president,term_end3,Infobox_president,termijn,dbo:activeYearsEndDate,dbo:serviceEndYear,,,dbo:President,dbo:President,,dbo:MilitaryPerson,xsd:date,xsd:gYear,0.0417,0.5417,0.0833,0,24,1,13,2,0,24,24,,,,,,,,,,,
Persondata,DATE_OF_DEATH,Infobox_politicus_Nederland,tijdvak5,dbo:deathYear,dbo:activeYearsStartYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,0.04,0.2,0,0,25,1,5,0,0,25,25,,,,,,,,,,,
Drugbox,CAS_number,Infobox_geneesmiddel,DrugBank,dbo:casNumber,dbo:drugbank,,,dbo:Drug,dbo:Drug,,,xsd:string,xsd:string,0.0029,0.9971,1,0,339,1,338,339,0,339,339,,,,,,,,,,,
Infobox_politician,order6,Infobox_dynastie,functie2,dbo:orderInOffice,dbo:office,,,dbo:Politician,dbo:Family,,,xsd:string,xsd:string,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_politician,term_start2,Infobox_politicus_Nederland,tijdvak5,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.25,0,0,8,1,2,0,0,8,8,,,,,,,,,,,
Infobox_Olympics_Switzerland,sports,Infobox_Zwitserland_op_Olympische_Spelen,zilver,dbo:numberOfSports,dbo:numberOfSilverMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.027,0.973,0.973,0.6757,37,1,36,36,25,37,37,,,,,,,,,,,
Infobox_Mayor,term_end2,Infobox_politicus_Filipijnen,tijdvak2,dbo:activeYearsEndDate,dbo:activeYearsStartYear,,,dbo:Mayor,dbo:Politician,,,xsd:date,xsd:gYear,0.5,0.5,0,0,2,1,1,0,0,2,2,,,,,,,,,,,
Persondata,DATE_OF_DEATH,Infobox_badmintonner,geboortedatum,dbo:deathDate,dbo:birthDate,,,dbo:Person,dbo:BadmintonPlayer,dbo:Person,dbo:Person,xsd:date,xsd:date,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Persondata,DATE_OF_DEATH,Infobox_politicus_Nederland,tijdvak8,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,0.04,0.04,0,0,25,1,1,0,0,25,25,,,,,,,,,,,
Infobox_bishop,enthroned,Infobox_aartsbisschop_RK,tijdvak3,dbo:activeYearsStartYear,dbo:activeYearsEndYear,,,dbo:ChristianBishop,dbo:ChristianBishop,,,xsd:gYear,xsd:gYear,0.5,0.5,0,1,2,1,1,0,2,2,2,,,,,,,,,,,
Infobox_military_conflict,casualties1,Infobox_militair_conflict,strength1,dbo:causalties,dbo:strength,,,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,xsd:string,xsd:string,0.0009,0.9934,0.9576,0.9406,1061,1,1054,1016,998,1061,1061,,,,,,,,,,,
Infobox_settlement,elevation_m,Infobox_Irish_Place,rural_pop,dbo:elevation,dbo:populationRural,,,,,dbo:Place,dbo:PopulatedPlace,xsd:double,xsd:nonNegativeInteger,0.0072,0.9928,0.3406,0.8623,138,1,137,47,119,138,138,,,,,,,,,,,
Infobox_Officeholder,serviceyears,Infobox_ambtsbekleder,start_periode5,dbo:serviceEndYear,dbo:activeYearsStartYear,,,,dbo:OfficeHolder,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.0303,0.0909,0,0,33,1,3,0,0,33,33,,,,,,,,,,,
Infobox_Magazine,firstdate,Infobox_tijdschrift,eerste_editie,dbo:date,dbo:firstPublicationDate,,,,dbo:PeriodicalLiterature,,dbo:WrittenWork,xsd:date,xsd:date,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_organization,formation,Infobox_Nobelprijswinnaar,periode,dbo:formationDate,dbo:birthDate,,,dbo:Organisation,,dbo:Organisation,dbo:Person,xsd:date,xsd:date,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_politician,term_end3,Infobox_politicus_Nederland,tijdvak1,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.375,0,0,8,1,3,0,0,8,8,,,,,,,,,,,
Infobox_colour,v,Infobox_kleur,m,dbo:hsvCoordinateValue,dbo:cmykCoordinateMagenta,,,,dbo:Colour,dbo:Colour,dbo:Colour,xsd:integer,xsd:integer,0.5,0.5,0.5,0.5,2,1,1,1,1,2,2,,,,,,,,,,,
Infobox_politician,term_end1,Infobox_politicus_Nederland,tijdvak2,dbo:activeYearsEndDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.625,0,0,8,1,5,0,0,8,8,,,,,,,,,,,
Infobox_Mayor,term_end,Infobox_politicus_Filipijnen,overleden,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Mayor,dbo:Politician,,dbo:Person,xsd:date,xsd:date,0.5,1,1,0,2,1,2,2,0,2,2,,,,,,,,,,,
Infobox_president,term_start5,Infobox_president,termijn,dbo:activeYearsStartDate,dbo:serviceEndYear,,,dbo:President,dbo:President,,dbo:MilitaryPerson,xsd:date,xsd:gYear,0.0385,0.1538,0.0769,0,26,1,4,2,0,26,26,,,,,,,,,,,
Infobox_person,death_date,Infobox_politicus,tijdvak8,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,0.0833,0.1667,0,0,12,1,2,0,0,12,12,,,,,,,,,,,
Infobox_person,years_active,Infobox_ambtsbekleder,start_periode,dbo:activeYearsEndYear,dbo:activeYearsStartYear,,,dbo:Person,dbo:OfficeHolder,,,xsd:gYear,xsd:gYear,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
Infobox_person,death_date,Infobox_kunstenaar,overleden,dbo:deathYear,dbo:deathDate,,,dbo:Person,dbo:Artist,dbo:Person,dbo:Person,xsd:gYear,xsd:date,0.04,0.96,0.96,0,25,1,24,24,0,25,25,,,,,,,,,,,
Infobox_Judge,term_end1,Infobox_ambtsbekleder,gestorven,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Judge,dbo:OfficeHolder,,dbo:Person,xsd:date,xsd:date,0.1667,1,1,0,6,1,6,6,0,6,6,,,,,,,,,,,
Infobox_Archbishop,enthroned,Infobox_aartsbisschop_RK,tijdvak1,dbo:activeYearsStartYear,dbo:activeYearsEndYear,,,,dbo:ChristianBishop,,,xsd:gYear,xsd:gYear,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
Infobox_Mayor,term_end,Infobox_persoon,sterfdatum,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Mayor,dbo:Person,,dbo:Person,xsd:date,xsd:date,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_Patriarch,ended,Infobox_kardinaal,tijdvak2,dbo:activeYearsEndYear,dbo:activeYearsStartYear,,,,dbo:Cardinal,,,xsd:gYear,xsd:gYear,0.5,1,1,1,2,1,2,2,2,2,2,,,,,,,,,,,
Infobox_Prime_Minister,serviceyears,Infobox_politicus,tijdvak2,dbo:serviceEndYear,dbo:activeYearsEndYear,,,dbo:PrimeMinister,dbo:Politician,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.5,0,0,0,2,1,0,0,0,2,2,,,,,,,,,,,
Geobox,highest_elevation,Infobox_gebergte,hoogste_punt,dbo:maximumElevation,dbo:elevation,,,,dbo:MountainRange,dbo:Place,dbo:Place,xsd:double,xsd:double,0.3333,0.3333,0,0,3,1,1,0,0,3,3,,,,,,,,,,,
Infobox_Olympics_Canada,bronze,Infobox_Canada_op_Olympische_Spelen,sporten,dbo:numberOfBronzeMedalsWon,dbo:numberOfSports,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.037,0.963,0.963,0.963,27,1,26,26,26,27,27,,,,,,,,,,,
Infobox_president,term_end,Infobox_president,termijn,dbo:activeYearsEndDate,dbo:serviceEndYear,,,dbo:President,dbo:President,,dbo:MilitaryPerson,xsd:date,xsd:gYear,0.0417,1,0.0833,0,24,1,24,2,0,24,24,,,,,,,,,,,
Infobox_Politician,term_end2,Infobox_politicus_Nederland,tijdvak6,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.0294,0.0882,0,0,34,1,3,0,0,34,34,,,,,,,,,,,
Infobox_Prime_Minister,term_end7,Infobox_president,overleden,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:PrimeMinister,dbo:President,,dbo:Person,xsd:date,xsd:date,0.5,0.5,1,0,2,1,1,2,0,2,2,,,,,,,,,,,
Infobox_musical_artist,Years_active,Infobox_band,jaren_actief,dbo:activeYearsStartYear,dbo:activeYearsEndYear,,,,dbo:Band,,,xsd:gYear,xsd:gYear,0.0015,0.003,0.6932,0.9158,665,1,2,461,609,665,665,,,,,,,,,,,
Infobox_President,term_start,Infobox_ambtsbekleder,eind_periode,dbo:activeYearsStartDate,dbo:activeYearsEndYear,,,dbo:President,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0115,0.908,0,0,87,1,79,0,0,87,87,,,,,,,,,,,
Infobox_Prime_Minister,term_end5,Infobox_ambtsbekleder,eind_periode3,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:PrimeMinister,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0101,0.0202,0,0,99,1,2,0,0,99,99,,,,,,,,,,,
Infobox_Olympics_Belgium,competitors,Infobox_België_op_Olympische_Spelen,brons,dbo:numberOfCompetitors,dbo:numberOfBronzeMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0294,0.9706,0.6765,0.9412,34,1,33,23,32,34,34,,,,,,,,,,,
Infobox_Judge,term_end3,Infobox_ambtsbekleder,gestorven,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Judge,dbo:OfficeHolder,,dbo:Person,xsd:date,xsd:date,0.1667,0.5,1,0,6,1,3,6,0,6,6,,,,,,,,,,,
Infobox_Political_Party,founded,Infobox_politieke_partij,oprichting,dbo:formationYear,dbo:formationDate,,,,dbo:PoliticalParty,dbo:Organisation,dbo:Organisation,xsd:gYear,xsd:date,0.25,0,0.75,0.75,4,1,0,3,3,4,4,,,,,,,,,,,
Infobox_Judge,term_start2,Infobox_ambtsbekleder,start_periode3,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Judge,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.1667,0.8333,0,0,6,1,5,0,0,6,6,,,,,,,,,,,
Infobox_politician,term_start2,Infobox_ambtsbekleder,start_periode,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0909,0.4545,0,0,11,1,5,0,0,11,11,,,,,,,,,,,
Infobox_Prime_Minister,term_end6,Infobox_ambtsbekleder,gestorven,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:PrimeMinister,dbo:OfficeHolder,,dbo:Person,xsd:date,xsd:date,0.013,0.0779,0.9351,0,77,1,6,72,0,77,77,,,,,,,,,,,
Persondata,date_of_death,Infobox_heerser,regeerperiode2,dbo:deathYear,dbo:activeYearsStartYear,,,dbo:Person,dbo:Monarch,dbo:Person,,xsd:gYear,xsd:gYear,0.0217,0.2391,0.1522,0,46,1,11,7,0,46,46,,,,,,,,,,,
Infobox_Olympics_Hungary,gold,Infobox_Hongarije_op_Olympische_Spelen,sporten,dbo:numberOfGoldMedalsWon,dbo:numberOfSports,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0667,0.9333,0.9333,0.9333,15,1,14,14,14,15,15,,,,,,,,,,,
Infobox_EMU,capacity,Infobox_treinstel,vermogen,dbo:capacity,dbo:enginePower,,,,dbo:Train,,dbo:MeanOfTransportation,xsd:nonNegativeInteger,xsd:positiveInteger,0.3333,1,0,0,3,1,3,0,0,3,3,,,,,,,,,,,
