Template A,Attribute A,Template B,Attribute B,Property A,Property B,Class A,Class B,Annotation,Domain Property A, Domain Property B, Range Property A, Range Property B,C1,C2,C3a,C3b,M1,M2,M3,M4a,M4b,M5a,M5b,TB1,TB2,TB3,TB4,TB5,TB6,TB7,TB8,TB9,TB10,TB11
Infobox_officeholder, vicepresident, Ficha_de_autoridad, sucesor2, dbo:vicePresident, dbo:successor, http://dbpedia.org/ontology/Politician, http://dbpedia.org/ontology/President, , , , dbo:Person, , 0.3043, 1.0978, 0.9406, 0.0000, 92, 28, 101, 95, 0, 101, 101, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_Film, writer, Ficha_de_película, reparto, dbo:writer, dbo:starring, , http://dbpedia.org/ontology/Film, , dbo:Work, dbo:Work, dbo:Person, dbo:Actor, 0.9417, 1.0000, 0.9583, 0.4000, 240, 226, 240, 230, 96, 240, 240, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1
Infobox_officeholder, predecessor, Ficha_de_Presidente, sucesor, dbo:predecessor, dbo:successor, http://dbpedia.org/ontology/Politician, , , , , , , 0.7791, 1.1860, 0.9804, 0.0000, 86, 67, 102, 100, 0, 102, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_School, city, Ficha_de_escuela, ubicación, dbo:city, dbo:locationCity, , http://dbpedia.org/ontology/School, , , dbo:Organisation, dbo:City, dbo:City, 0.9231, 1.1538, 0.0000, 0.0000, 13, 12, 15, 0, 0, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Infobox_television, developer, Ficha_de_serie_de_televisión, cadena, dbo:developer, dbo:channel, http://dbpedia.org/ontology/TelevisionShow, http://dbpedia.org/ontology/TelevisionShow, , , , dbo:Agent, dbo:Broadcaster, 2.4672, 2.5401, 0.2787, 0.0000, 137, 338, 348, 97, 0, 348, 348, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1
Infobox_video_game, director, Ficha_de_videojuego, productor, dbo:director, dbo:producer, http://dbpedia.org/ontology/VideoGame, http://dbpedia.org/ontology/VideoGame, , dbo:Film, dbo:Work, dbo:Person, dbo:Agent, 1.0000, 1.2188, 0.7308, 0.4103, 64, 64, 78, 57, 32, 78, 78, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0
Infobox_prime_minister, predecessor2, Ficha_de_autoridad, sucesor, dbo:predecessor, dbo:successor, , http://dbpedia.org/ontology/President, , , , , , 0.5000, 1.1087, 0.9804, 0.0000, 46, 23, 51, 50, 0, 51, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_musical_artist, Associated_acts, Ficha_de_artista_musical, Artistas_relacionados, dbo:associatedBand, dbo:related, , http://dbpedia.org/ontology/MusicalArtist, , , , dbo:Band, , 0.0046, 1.2112, 0.0000, 0.0000, 4375, 20, 5299, 0, 0, 5299, 5299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_comics_creator, nationality, Ficha_de_escritor, Lugar_nacimiento, dbo:nationality, dbo:birthPlace, http://dbpedia.org/ontology/ComicsCreator, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, dbo:Country, dbo:Place, 0.5750, 1.1250, 0.2111, 0.6333, 80, 46, 90, 19, 57, 90, 90, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0
Infobox_album, Compiler, Ficha_de_álbum, productor, dbo:compiler, dbo:producer, http://dbpedia.org/ontology/Album, http://dbpedia.org/ontology/Album, , dbo:Album, dbo:Work, dbo:Person, dbo:Agent, 0.7895, 1.2105, 0.6957, 0.0870, 19, 15, 23, 16, 2, 23, 23, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0
Infobox_film, distributor, Ficha_de_película, dirección, dbo:distributor, dbo:director, http://dbpedia.org/ontology/Film, http://dbpedia.org/ontology/Film, , , dbo:Film, dbo:Organisation, dbo:Person, 1.2351, 1.2429, 0.9936, 0.4555, 4504, 5563, 5598, 5562, 2550, 5598, 5598, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Infobox_German_location, party, Ficha_de_localidad, dirigente1, dbo:leaderParty, dbo:leader, , http://dbpedia.org/ontology/Municipality, , dbo:PopulatedPlace, , , dbo:Person, 0.2143, 1.0714, 0.0000, 0.0000, 14, 3, 15, 0, 0, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_U.S._state, Capital, Ficha_de_entidad_subnacional, ciudad_grande, dbo:capital, dbo:largestCity, http://dbpedia.org/ontology/AdministrativeRegion, http://dbpedia.org/ontology/AdministrativeRegion, , dbo:PopulatedPlace, dbo:PopulatedPlace, dbo:City, dbo:PopulatedPlace, 0.6562, 1.1250, 0.6389, 0.1111, 32, 21, 36, 23, 4, 36, 36, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0
Infobox_prime_minister, predecessor, Ficha_de_autoridad, sucesor, dbo:predecessor, dbo:successor, , http://dbpedia.org/ontology/President, , , , , , 0.8478, 1.1087, 0.9804, 0.0000, 46, 39, 51, 50, 0, 51, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_University, city, Ficha_de_universidad, país, dbo:city, dbo:country, , http://dbpedia.org/ontology/University, , , , dbo:City, dbo:Country, 1.2139, 1.2194, 0.8696, 0.8711, 547, 664, 667, 580, 581, 667, 667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_character, portrayer, Ficha_de_personaje, voz, dbo:portrayer, dbo:voice, http://dbpedia.org/ontology/FictionalCharacter, http://dbpedia.org/ontology/FictionalCharacter, , dbo:FictionalCharacter, , , dbo:Person, 0.7727, 1.0000, 0.4545, 0.0000, 22, 17, 22, 10, 0, 22, 22, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Infobox_Airline, focus_cities, Ficha_de_aerolínea, sede_central, dbo:targetAirport, dbo:headquarter, , http://dbpedia.org/ontology/Airline, , dbo:Airline, dbo:Organisation, dbo:Airport, dbo:PopulatedPlace, 0.7195, 1.2195, 0.9933, 0.0000, 246, 177, 300, 298, 0, 300, 300, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Infobox_University, city, Ficha_de_escuela, ubicación, dbo:city, dbo:locationCity, , http://dbpedia.org/ontology/School, , , dbo:Organisation, dbo:City, dbo:City, 1.4737, 1.5789, 0.0000, 0.0000, 19, 28, 30, 0, 0, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Taxobox, unranked_ordo, Ficha_de_taxón, unranked_classis, dbo:order, dbo:class, , , , dbo:Species, dbo:MeanOfTransportation, , , 0.0369, 1.5715, 0.9960, 0.9784, 39223, 1448, 61639, 61393, 60306, 61639, 61639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_Officeholder, vicepresident, Ficha_de_autoridad, sucesor, dbo:vicePresident, dbo:successor, , http://dbpedia.org/ontology/President, , , , dbo:Person, , 0.6400, 1.1800, 0.8475, 0.0000, 50, 32, 59, 50, 0, 59, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_person, nationality, Ficha_de_artista, nacionalidad, dbo:stateOfOrigin, dbo:nationality, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Artist, , dbo:Person, dbo:Person, dbo:Country, dbo:Country, 0.5000, 1.8182, 0.0000, 0.0000, 22, 11, 40, 0, 0, 40, 40, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
Infobox_officeholder, death_place, Ficha_de_militar, lugarnac, dbo:deathPlace, dbo:birthPlace, http://dbpedia.org/ontology/Politician, http://dbpedia.org/ontology/MilitaryPerson, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.1351, 1.1622, 0.9535, 0.8372, 37, 42, 43, 41, 36, 43, 43, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1
Geobox, country, Ficha_de_cuerpo_de_agua, lugar_nacimiento, dbo:country, dbo:sourceConfluence, , http://dbpedia.org/ontology/BodyOfWater, , , dbo:River, dbo:Country, , 1.1186, 1.1383, 0.0243, 0.9583, 253, 283, 288, 7, 276, 288, 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_television_episode, Next, Ficha_de_episodio_de_televisión, previo, dbo:subsequentWork, dbo:previousWork, http://dbpedia.org/ontology/TelevisionEpisode, http://dbpedia.org/ontology/TelevisionEpisode, , dbo:Work, dbo:Work, dbo:Work, dbo:Work, 1.7605, 1.7645, 0.9955, 0.9242, 501, 882, 884, 880, 817, 884, 884, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Infobox_officeholder, predecessor, Ficha_de_autoridad, sucesor6, dbo:predecessor, dbo:successor, http://dbpedia.org/ontology/Politician, http://dbpedia.org/ontology/President, , , , , , 0.0274, 1.3155, 0.9593, 0.0000, 840, 23, 1105, 1060, 0, 1105, 1105, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_School, country, Ficha_de_escuela, ubicación, dbo:country, dbo:locationCity, , http://dbpedia.org/ontology/School, , , dbo:Organisation, dbo:Country, dbo:City, 1.0769, 1.1538, 0.0000, 0.0000, 13, 14, 15, 0, 0, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_writer, birth_place, Ficha_de_artista, nacionalidad, dbo:birthPlace, dbo:nationality, http://dbpedia.org/ontology/Writer, http://dbpedia.org/ontology/Artist, , dbo:Person, dbo:Person, dbo:Place, dbo:Country, 1.4706, 1.4706, 0.6800, 0.7200, 17, 25, 25, 17, 18, 25, 25, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1
Infobox_Officeholder, deputy, Ficha_de_autoridad, sucesor, dbo:deputy, dbo:successor, , http://dbpedia.org/ontology/President, , , , dbo:Person, , 0.5517, 1.1034, 0.9844, 0.0000, 58, 32, 64, 63, 0, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Persondata, PLACE_OF_DEATH, Ficha_de_escritor, nacionalidad, dbo:deathPlace, dbo:nationality, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, dbo:Place, dbo:Country, 1.2500, 2.1944, 0.2658, 0.8101, 36, 45, 79, 21, 64, 79, 79, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1
Infobox_Officeholder, primeminister2, Ficha_de_autoridad, sucesor, dbo:primeMinister, dbo:successor, , http://dbpedia.org/ontology/President, , , , dbo:Person, , 0.2985, 1.1119, 0.9866, 0.0000, 134, 40, 149, 147, 0, 149, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_Single, Next_single, Ficha_de_sencillo, álbum, dbo:subsequentWork, dbo:album, , http://dbpedia.org/ontology/Single, , dbo:Work, , dbo:Work, dbo:Album, 1.1796, 1.2465, 0.9209, 0.7147, 284, 335, 354, 326, 253, 354, 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_officeholder, vicepresident1, Ficha_de_autoridad, sucesor, dbo:vicePresident, dbo:successor, http://dbpedia.org/ontology/Politician, http://dbpedia.org/ontology/President, , , , dbo:Person, , 0.1304, 1.0978, 0.9406, 0.0000, 92, 12, 101, 95, 0, 101, 101, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_album, Next_album, Ficha_de_álbum, productor, dbo:subsequentWork, dbo:producer, http://dbpedia.org/ontology/Album, http://dbpedia.org/ontology/Album, , dbo:Work, dbo:Work, dbo:Work, dbo:Agent, 1.2663, 1.2681, 0.8968, 0.8066, 4860, 6154, 6163, 5527, 4971, 6163, 6163, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0
Infobox_settlement, subdivision_name4, Ficha_de_localidad_de_España, municipio, dbo:isPartOf, dbo:municipality, , http://dbpedia.org/ontology/Municipality, , , , , dbo:PopulatedPlace, 0.9688, 3.1562, 0.0000, 0.0000, 32, 31, 101, 0, 0, 101, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_book, illustrator, Ficha_de_libro, autor, dbo:illustrator, dbo:author, http://dbpedia.org/ontology/Book, http://dbpedia.org/ontology/Book, , dbo:WrittenWork, dbo:Work, dbo:Person, dbo:Person, 1.0775, 1.1783, 0.9079, 0.2895, 129, 139, 152, 138, 44, 152, 152, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1
Infobox_writer, citizenship, Ficha_de_escritor, Nacionalidad, dbo:citizenship, dbo:nationality, http://dbpedia.org/ontology/Writer, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, , dbo:Country, 0.3226, 2.0000, 0.1613, 0.0000, 31, 10, 62, 10, 0, 62, 62, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0
Infobox_musical_artist, death_place, Ficha_de_artista, lugar, dbo:deathPlace, dbo:birthPlace, , http://dbpedia.org/ontology/Artist, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.0000, 1.0000, 0.9524, 0.7619, 21, 21, 21, 20, 16, 21, 21, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1
Infobox_video_game, designer, Ficha_de_videojuego, escritor, dbo:designer, dbo:writer, http://dbpedia.org/ontology/VideoGame, http://dbpedia.org/ontology/VideoGame, , , dbo:Work, dbo:Person, dbo:Person, 0.8000, 1.3500, 0.6296, 0.1852, 20, 16, 27, 17, 5, 27, 27, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1
Infobox_martial_artist, birth_place, Ficha_de_deportista, nacionalidad, dbo:birthPlace, dbo:nationality, http://dbpedia.org/ontology/MartialArtist, http://dbpedia.org/ontology/Athlete, , dbo:Person, dbo:Person, dbo:Place, dbo:Country, 1.8421, 1.8421, 0.0000, 0.6000, 19, 35, 35, 0, 21, 35, 35, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1
Infobox_officeholder, predecessor2, Ficha_de_Presidente, sucesor, dbo:predecessor, dbo:successor, http://dbpedia.org/ontology/Politician, , , , , , , 0.4302, 1.1860, 0.9804, 0.0000, 86, 37, 102, 100, 0, 102, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_film, distributor, Ficha_de_película, guion, dbo:distributor, dbo:writer, http://dbpedia.org/ontology/Film, http://dbpedia.org/ontology/Film, , , dbo:Work, dbo:Organisation, dbo:Person, 1.2232, 1.2468, 0.9178, 0.4629, 3221, 3940, 4016, 3686, 1859, 4016, 4016, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Infobox_Film, starring, Ficha_de_película, producción, dbo:starring, dbo:producer, , http://dbpedia.org/ontology/Film, , dbo:Work, dbo:Work, dbo:Actor, dbo:Agent, 0.9836, 1.0000, 0.8361, 0.8852, 61, 60, 61, 51, 54, 61, 61, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0
Infobox_Beverage, manufacturer, Ficha_de_bebida, distribuidor, dbo:manufacturer, dbo:distributor, , http://dbpedia.org/ontology/Beverage, , , , dbo:Organisation, dbo:Organisation, 0.1667, 1.0000, 0.0000, 0.0000, 12, 2, 12, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Infobox_President, birth_place, Ficha_de_autoridad, residencia, dbo:birthPlace, dbo:residence, http://dbpedia.org/ontology/President, http://dbpedia.org/ontology/President, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.0370, 1.1111, 0.1333, 0.0000, 27, 28, 30, 4, 0, 30, 30, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Infobox_football_biography, clubs14, Ficha_de_deportista, equipos, dbo:team, dbo:formerTeam, , http://dbpedia.org/ontology/Athlete, , , dbo:Athlete, dbo:SportsTeam, dbo:SportsTeam, 0.0171, 2.6627, 0.0000, 0.7240, 762, 13, 2029, 0, 1469, 2029, 2029, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Infobox_football_biography, managerclubs4, Ficha_de_deportista, equipos, dbo:managerClub, dbo:formerTeam, , http://dbpedia.org/ontology/Athlete, , dbo:Athlete, dbo:Athlete, dbo:SportsTeam, dbo:SportsTeam, 0.4255, 1.2553, 0.0000, 0.0000, 47, 20, 59, 0, 0, 59, 59, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1
Infobox_comedian, death_place, Ficha_de_actor, lugar_de_nacimiento, dbo:deathPlace, dbo:birthPlace, , http://dbpedia.org/ontology/Actor, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.0556, 1.0833, 0.9231, 0.0000, 36, 38, 39, 36, 0, 39, 39, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1
Infobox_settlement, subdivision_name5, Ficha_de_localidad_de_España, comarca, dbo:isPartOf, dbo:county, , http://dbpedia.org/ontology/Municipality, , , , , dbo:PopulatedPlace, 0.0071, 1.2799, 0.0000, 0.0000, 2526, 18, 3233, 0, 0, 3233, 3233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_road, countries, Ficha_de_vía_de_transporte, país, dbo:county, dbo:country, http://dbpedia.org/ontology/Road, http://dbpedia.org/ontology/RouteOfTransportation, , , , dbo:PopulatedPlace, dbo:Country, 0.7273, 1.1818, 0.0000, 0.0000, 11, 8, 13, 0, 0, 13, 13, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
Infobox_television, producer, Ficha_de_película, dirección, dbo:producer, dbo:director, http://dbpedia.org/ontology/TelevisionShow, http://dbpedia.org/ontology/Film, , dbo:Work, dbo:Film, dbo:Agent, dbo:Person, 0.9032, 1.1290, 0.7714, 0.4000, 31, 28, 35, 27, 14, 35, 35, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
Infobox_football_club, position, Ficha_de_equipo_de_fútbol, temporada, dbo:position, dbo:season, http://dbpedia.org/ontology/SoccerClub, http://dbpedia.org/ontology/SoccerClub, , , dbo:Agent, , , 1.2838, 1.3156, 0.8690, 0.0625, 377, 484, 496, 431, 31, 496, 496, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Taxobox, genus, Ficha_de_taxón, species, dbo:genus, dbo:species, , , , dbo:Species, dbo:Species, , dbo:Species, 1.2966, 1.3536, 0.7303, 0.9101, 263, 341, 356, 260, 324, 356, 356, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0
Infobox_person, residence, Ficha_de_artista_musical, Origen, dbo:residence, dbo:hometown, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/MusicalArtist, , dbo:Person, dbo:Agent, dbo:Place, dbo:Settlement, 0.8197, 1.2295, 0.1067, 0.0000, 61, 50, 75, 8, 0, 75, 75, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1
Infobox_officeholder, birth_place, Ficha_de_militar, lealtad, dbo:birthPlace, dbo:country, http://dbpedia.org/ontology/Politician, http://dbpedia.org/ontology/MilitaryPerson, , dbo:Person, , dbo:Place, dbo:Country, 1.1351, 1.1351, 0.7857, 0.8810, 37, 42, 42, 33, 37, 42, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_officeholder, primeminister5, Ficha_de_autoridad, sucesor, dbo:primeMinister, dbo:successor, http://dbpedia.org/ontology/Politician, http://dbpedia.org/ontology/President, , , , dbo:Person, , 0.1004, 1.2625, 0.9602, 0.0092, 259, 26, 327, 314, 3, 327, 327, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_person, nationality, Ficha_de_escritor, lugar_fallecimiento, dbo:stateOfOrigin, dbo:deathPlace, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, dbo:Country, dbo:Place, 0.7800, 1.3000, 0.8615, 0.0000, 50, 39, 65, 56, 0, 65, 65, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0
Infobox_settlement, p22, Ficha_de_entidad_subnacional, capital, dbo:part, dbo:capital, , http://dbpedia.org/ontology/AdministrativeRegion, , , dbo:PopulatedPlace, dbo:Place, dbo:City, 0.0529, 1.1346, 0.0000, 0.0000, 208, 11, 236, 0, 0, 236, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_football_biography, clubs12, Ficha_de_deportista, selección, dbo:team, dbo:nationalTeam, , http://dbpedia.org/ontology/Athlete, , , dbo:Athlete, dbo:SportsTeam, dbo:SportsTeam, 0.0428, 2.0493, 0.0000, 0.7047, 304, 13, 623, 0, 439, 623, 623, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Infobox_company, industry, Ficha_de_organización, tipo, dbo:industry, dbo:type, , http://dbpedia.org/ontology/Organisation, , dbo:Company, , , , 0.8133, 1.2579, 0.8602, 0.7395, 1291, 1050, 1624, 1397, 1201, 1624, 1624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_swimmer, birth_place, Ficha_de_deportista, nacionalidad, dbo:birthPlace, dbo:nationality, http://dbpedia.org/ontology/Swimmer, http://dbpedia.org/ontology/Athlete, , dbo:Person, dbo:Person, dbo:Place, dbo:Country, 1.6735, 1.6735, 0.2683, 0.9512, 49, 82, 82, 22, 78, 82, 82, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1
Infobox_musical_artist, genre, Ficha_de_artista_musical, Ocupación, dbo:genre, dbo:occupation, , http://dbpedia.org/ontology/MusicalArtist, , , , dbo:Genre, dbo:PersonFunction, 1.1834, 1.2000, 0.4176, 0.9242, 2165, 2562, 2598, 1085, 2401, 2598, 2598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Geobox, region, Ficha_de_cuerpo_de_agua, lugar_nacimiento, dbo:region, dbo:sourceConfluence, , http://dbpedia.org/ontology/BodyOfWater, , , dbo:River, dbo:Place, , 1.1758, 1.1978, 0.0459, 0.0000, 91, 107, 109, 5, 0, 109, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_person, nationality, Ficha_de_escritor, lugar_fallecimiento, dbo:nationality, dbo:deathPlace, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, dbo:Country, dbo:Place, 0.7800, 1.3000, 0.8615, 0.6462, 50, 39, 65, 56, 42, 65, 65, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0
Infobox_television_episode, Prev, Ficha_de_episodio_de_televisión, siguiente, dbo:previousWork, dbo:subsequentWork, http://dbpedia.org/ontology/TelevisionEpisode, http://dbpedia.org/ontology/TelevisionEpisode, , dbo:Work, dbo:Work, dbo:Work, dbo:Work, 1.7414, 1.7475, 0.9988, 0.9422, 495, 862, 865, 864, 815, 865, 865, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Infobox_company, services, Ficha_de_organización, productos, dbo:service, dbo:product, , http://dbpedia.org/ontology/Organisation, , dbo:Company, dbo:Organisation, , , 0.7342, 1.1899, 0.6064, 0.1702, 79, 58, 94, 57, 16, 94, 94, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Taxobox, ordo, Ficha_de_taxón, unranked_classis, dbo:order, dbo:class, , , , dbo:Species, dbo:MeanOfTransportation, , , 0.0555, 1.5715, 0.9960, 0.9784, 39223, 2178, 61639, 61393, 60306, 61639, 61639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_Historic_building, location_country, Ficha_de_edificio, localización, dbo:country, dbo:location, , http://dbpedia.org/ontology/Building, , , , dbo:Country, dbo:Place, 1.3889, 1.4444, 1.0000, 0.0385, 18, 25, 26, 26, 1, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Infobox_person, nationality, Ficha_de_escritor, Nacionalidad, dbo:stateOfOrigin, dbo:nationality, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, dbo:Country, dbo:Country, 0.1875, 1.3958, 0.0299, 0.0000, 48, 9, 67, 2, 0, 67, 67, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
Infobox_NRHP, location, Ficha_de_museo, ciudad, dbo:location, dbo:city, , http://dbpedia.org/ontology/Museum, , , , dbo:Place, dbo:City, 0.5833, 1.1667, 0.0000, 0.0000, 12, 7, 14, 0, 0, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_book, cover_artist, Ficha_de_libro, autor, dbo:coverArtist, dbo:author, http://dbpedia.org/ontology/Book, http://dbpedia.org/ontology/Book, , dbo:Work, dbo:Work, dbo:Person, dbo:Person, 1.1216, 1.2095, 0.9274, 0.0168, 148, 166, 179, 166, 3, 179, 179, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Infobox_boxer, death_place, Ficha_de_luchador, lugar_nacimiento, dbo:deathPlace, dbo:birthPlace, http://dbpedia.org/ontology/Boxer, http://dbpedia.org/ontology/Wrestler, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.0286, 1.0286, 0.9722, 0.0000, 35, 36, 36, 35, 0, 36, 36, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1
Infobox_islands, country, Ficha_de_isla, archipiélago, dbo:country, dbo:archipelago, http://dbpedia.org/ontology/Island, http://dbpedia.org/ontology/Island, , , dbo:Island, dbo:Country, , 1.0179, 1.0807, 0.8133, 0.9129, 223, 227, 241, 196, 220, 241, 241, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Infobox_airport, city-served, Ficha_de_aeropuerto, operador, dbo:city, dbo:operator, http://dbpedia.org/ontology/Airport, http://dbpedia.org/ontology/Airport, , , , dbo:City, , 1.0977, 1.1256, 0.7851, 0.0041, 215, 236, 242, 190, 1, 242, 242, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Infobox_swimmer, nationality, Ficha_de_deportista, lugar_nacimiento, dbo:nationality, dbo:birthPlace, http://dbpedia.org/ontology/Swimmer, http://dbpedia.org/ontology/Athlete, , dbo:Person, dbo:Person, dbo:Country, dbo:Place, 1.7368, 2.0000, 1.0000, 0.5263, 19, 33, 38, 38, 20, 38, 38, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0
Infobox_officeholder, predecessor, Ficha_de_Presidente, sucesor2, dbo:predecessor, dbo:successor, http://dbpedia.org/ontology/Politician, , , , , , , 0.2442, 1.1860, 0.9804, 0.0000, 86, 21, 102, 100, 0, 102, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Persondata, PLACE_OF_BIRTH, Ficha_de_artista_musical, nacionalidad, dbo:birthPlace, dbo:nationality, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/MusicalArtist, , dbo:Person, dbo:Person, dbo:Place, dbo:Country, 3.7000, 3.9000, 0.0000, 0.0000, 20, 74, 78, 0, 0, 78, 78, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1
Infobox_settlement, p8, Ficha_de_entidad_subnacional, ciudad_grande, dbo:part, dbo:largestCity, , http://dbpedia.org/ontology/AdministrativeRegion, , , dbo:PopulatedPlace, dbo:Place, dbo:PopulatedPlace, 0.2346, 1.1111, 0.0000, 0.0000, 81, 19, 90, 0, 0, 90, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_Album, Artist, Lista_de_canciones, writer2, dbo:artist, dbo:writer, , http://dbpedia.org/ontology/MusicalWork, , dbo:MusicalWork, dbo:Work, dbo:Agent, dbo:Person, 0.3511, 1.2748, 0.0000, 0.6946, 131, 46, 167, 0, 116, 167, 167, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
