Template A,Attribute A,Template B,Attribute B,Property A,Property B,Class A,Class B,Annotation,Domain Property A, Domain Property B, Range Property A, Range Property B,C1,C2,C3a,C3b,M1,M2,M3,M4a,M4b,M5a,M5b,TB1,TB2,TB3,TB4,TB5,TB6,TB7,TB8,TB9,TB10,TB11
Infobox_airline, bases, Ficha_de_aerolínea, aeropuerto_principal, dbo:targetAirport, dbo:hubAirport, http://dbpedia.org/ontology/Airline, http://dbpedia.org/ontology/Airline, , dbo:Airline, dbo:Airline, dbo:Airport, dbo:Airport, 0.3673, 1.2449, 0.5410, 0.0000, 98, 36, 122, 66, 0, 122, 122, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Persondata, PLACE_OF_BIRTH, Ficha_de_artista_musical, origen, dbo:birthPlace, dbo:hometown, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/MusicalArtist, , dbo:Person, dbo:Agent, dbo:Place, dbo:Settlement, 0.8385, 2.3540, 0.4222, 0.0000, 161, 135, 379, 160, 0, 379, 379, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1
Infobox_settlement, subdivision_name3, Ficha_de_entidad_subnacional, ciudad_grande, dbo:isPartOf, dbo:largestCity, , http://dbpedia.org/ontology/AdministrativeRegion, , , dbo:PopulatedPlace, , dbo:PopulatedPlace, 0.2096, 1.3196, 0.0000, 0.0000, 291, 61, 384, 0, 0, 384, 384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_musical_artist, current_members, Ficha_de_artista_musical, Artistas_relacionados, dbo:bandMember, dbo:related, , http://dbpedia.org/ontology/MusicalArtist, , dbo:Band, , dbo:Person, , 0.5203, 1.2081, 0.0000, 0.6415, 1009, 525, 1219, 0, 782, 1219, 1219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Persondata, PLACE_OF_BIRTH, Ficha_de_persona, lugar_de_fallecimiento, dbo:birthPlace, dbo:deathPlace, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 2.4836, 2.6475, 0.6718, 0.8762, 122, 303, 323, 217, 283, 323, 323, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Infobox_video_game, developer, Ficha_de_videojuego, diseñador, dbo:developer, dbo:designer, http://dbpedia.org/ontology/VideoGame, http://dbpedia.org/ontology/VideoGame, , , , dbo:Agent, dbo:Person, 1.1184, 1.1957, 0.4990, 0.7798, 414, 463, 495, 247, 386, 495, 495, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1
Infobox_television, company, Ficha_de_serie_de_televisión, productor, dbo:company, dbo:producer, http://dbpedia.org/ontology/TelevisionShow, http://dbpedia.org/ontology/TelevisionShow, , , dbo:Work, dbo:Organisation, dbo:Agent, 1.7452, 1.9490, 0.3431, 0.0000, 157, 274, 306, 105, 0, 306, 306, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0
Infobox_protected_area, location, Ficha_de_Patrimonio_de_la_Humanidad, País, dbo:location, dbo:country, http://dbpedia.org/ontology/ProtectedArea, http://dbpedia.org/ontology/WorldHeritageSite, , , , dbo:Place, dbo:Country, 0.7755, 1.0408, 0.0000, 0.0000, 49, 38, 51, 0, 0, 51, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_stadium, operator, Ficha_de_recinto_deportivo, localización, dbo:operator, dbo:location, , http://dbpedia.org/ontology/Stadium, , , , , dbo:Place, 1.1638, 1.1809, 0.9462, 0.0000, 409, 476, 483, 457, 0, 483, 483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_settlement, subdivision_name1, Ficha_de_localidad_de_España, provincia, dbo:isPartOf, dbo:province, , http://dbpedia.org/ontology/Municipality, , , dbo:Place, , dbo:Province, 0.0214, 1.2141, 0.0000, 0.0000, 3041, 65, 3692, 0, 0, 3692, 3692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_road, terminus_b, Ficha_de_vía_de_transporte, cruces, dbo:routeEnd, dbo:routeJunction, http://dbpedia.org/ontology/Road, http://dbpedia.org/ontology/RouteOfTransportation, , dbo:RouteOfTransportation, dbo:RouteOfTransportation, dbo:RouteOfTransportation, dbo:RouteOfTransportation, 0.9810, 1.0114, 0.9286, 0.0226, 263, 258, 266, 247, 6, 266, 266, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1
Infobox_scientist, birth_place, Ficha_de_persona, lugar_de_fallecimiento, dbo:birthPlace, dbo:deathPlace, http://dbpedia.org/ontology/Scientist, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.1260, 1.1301, 0.8885, 0.9137, 246, 277, 278, 247, 254, 278, 278, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1
Infobox_officeholder, predecessor3, Ficha_de_autoridad, sucesor2, dbo:predecessor, dbo:successor, http://dbpedia.org/ontology/Politician, http://dbpedia.org/ontology/President, , , , , , 0.1607, 1.3155, 0.9593, 0.0000, 840, 135, 1105, 1060, 0, 1105, 1105, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_settlement, subdivision_name2, Ficha_de_localidad_de_España, provincia, dbo:isPartOf, dbo:province, , http://dbpedia.org/ontology/Municipality, , , dbo:Place, , dbo:Province, 0.0207, 1.2141, 0.0000, 0.0000, 3041, 63, 3692, 0, 0, 3692, 3692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_country, official_languages, Ficha_de_país, idioma_oficial, dbo:language, dbo:officialLanguage, , http://dbpedia.org/ontology/Country, , , dbo:PopulatedPlace, dbo:Language, dbo:Language, 0.5208, 1.0833, 0.5000, 0.0000, 48, 25, 52, 26, 0, 52, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Infobox_writer, death_place, Ficha_de_persona, lugar_de_nacimiento, dbo:deathPlace, dbo:birthPlace, http://dbpedia.org/ontology/Writer, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.2319, 1.2391, 0.9123, 0.8421, 138, 170, 171, 156, 144, 171, 171, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1
Infobox_television, director, Ficha_de_serie_de_televisión, creador, dbo:director, dbo:creator, http://dbpedia.org/ontology/TelevisionShow, http://dbpedia.org/ontology/TelevisionShow, , dbo:Film, , dbo:Person, dbo:Agent, 1.5054, 1.6522, 0.6645, 0.3026, 184, 277, 304, 202, 92, 304, 304, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0
Infobox_road, junction, Ficha_de_vía_de_transporte, extremo2_contenido, dbo:routeJunction, dbo:routeEndLocation, http://dbpedia.org/ontology/Road, http://dbpedia.org/ontology/RouteOfTransportation, , dbo:RouteOfTransportation, dbo:RouteOfTransportation, dbo:RouteOfTransportation, dbo:Place, 1.0703, 1.1016, 0.0000, 0.5922, 256, 274, 282, 0, 167, 282, 282, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0
Infobox_settlement, p10, Ficha_de_entidad_subnacional, capital, dbo:part, dbo:capital, , http://dbpedia.org/ontology/AdministrativeRegion, , , dbo:PopulatedPlace, dbo:Place, dbo:City, 0.2019, 1.1346, 0.0000, 0.0000, 208, 42, 236, 0, 0, 236, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_television, creator, Ficha_de_serie_de_televisión, director, dbo:creator, dbo:director, http://dbpedia.org/ontology/TelevisionShow, http://dbpedia.org/ontology/TelevisionShow, , , dbo:Film, dbo:Agent, dbo:Person, 1.8818, 2.1000, 0.4892, 0.4762, 110, 207, 231, 113, 110, 231, 231, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1
Infobox_Political_party, country, Ficha_de_partido_político, sede, dbo:country, dbo:headquarter, , http://dbpedia.org/ontology/PoliticalParty, , , dbo:Organisation, dbo:Country, dbo:PopulatedPlace, 1.1014, 1.1304, 0.8205, 0.0000, 69, 76, 78, 64, 0, 78, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Infobox_settlement, leader_party, Ficha_de_localidad_de_España, alcaldesa, dbo:leaderParty, dbo:mayor, , http://dbpedia.org/ontology/Municipality, , dbo:PopulatedPlace, , , dbo:Mayor, 0.0640, 1.1176, 0.0000, 0.0929, 578, 37, 646, 0, 60, 646, 646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_broadcasting_network, country, Ficha_de_organización, sede, dbo:locationCountry, dbo:headquarter, http://dbpedia.org/ontology/BroadcastNetwork, http://dbpedia.org/ontology/Organisation, , , dbo:Organisation, dbo:Country, dbo:PopulatedPlace, 1.0714, 1.0714, 0.0000, 0.0000, 42, 45, 45, 0, 0, 45, 45, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0
Infobox_Station, owned, Ficha_de_estación, conexiones, dbo:owningOrganisation, dbo:routeJunction, , http://dbpedia.org/ontology/Station, , , dbo:RouteOfTransportation, dbo:Organisation, dbo:RouteOfTransportation, 0.1081, 1.0000, 0.0000, 0.0000, 37, 4, 37, 0, 0, 37, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Taxobox, subtribus, Ficha_de_taxón, ordo, dbo:family, dbo:order, , , , dbo:Species, dbo:Species, dbo:Species, , 0.0449, 1.5723, 0.9534, 0.9438, 38964, 1748, 61263, 58410, 57821, 61263, 61263, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0
Infobox_officeholder, predecessor, Ficha_de_autoridad, sucesor3, dbo:predecessor, dbo:successor, http://dbpedia.org/ontology/Politician, http://dbpedia.org/ontology/President, , , , , , 0.1750, 1.3155, 0.9593, 0.0000, 840, 147, 1105, 1060, 0, 1105, 1105, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_newspaper, headquarters, Ficha_de_periódico, país, dbo:headquarter, dbo:country, http://dbpedia.org/ontology/Newspaper, http://dbpedia.org/ontology/Newspaper, , dbo:Organisation, , dbo:PopulatedPlace, dbo:Country, 1.3951, 1.4568, 0.0000, 0.8390, 81, 113, 118, 0, 99, 118, 118, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1
Infobox_Station, owned, Ficha_de_estación, conexiones, dbo:owner, dbo:routeJunction, , http://dbpedia.org/ontology/Station, , , dbo:RouteOfTransportation, dbo:Agent, dbo:RouteOfTransportation, 0.1081, 1.0000, 0.0000, 0.0000, 37, 4, 37, 0, 0, 37, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_football_club, ground, Infobox_football_club, estadio, dbo:ground, dbo:homeStadium, http://dbpedia.org/ontology/SoccerClub, , , dbo:SoccerClub, , dbo:Place, dbo:Stadium, 0.4248, 1.5929, 0.0000, 0.0000, 113, 48, 180, 0, 0, 180, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_President, vicepresident, Ficha_de_autoridad, sucesor, dbo:vicePresident, dbo:successor, http://dbpedia.org/ontology/President, http://dbpedia.org/ontology/President, , , , dbo:Person, , 0.6055, 1.0459, 0.8158, 0.0000, 109, 66, 114, 93, 0, 114, 114, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Infobox_Aircraft_Type, manufacturer, Ficha_de_aeronave, diseñador, dbo:manufacturer, dbo:designer, , http://dbpedia.org/ontology/Aircraft, , , , dbo:Organisation, dbo:Person, 0.8630, 1.0616, 0.5548, 0.6903, 146, 126, 155, 86, 107, 155, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_single, Last_single, Ficha_de_sencillo, álbum, dbo:previousWork, dbo:album, http://dbpedia.org/ontology/Single, http://dbpedia.org/ontology/Single, , dbo:Work, , dbo:Work, dbo:Album, 1.4694, 1.4918, 0.9793, 0.7664, 3530, 5187, 5266, 5157, 4036, 5266, 5266, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1
Infobox_broadcasting_network, country, Ficha_de_organización, sede, dbo:country, dbo:headquarter, http://dbpedia.org/ontology/BroadcastNetwork, http://dbpedia.org/ontology/Organisation, , , dbo:Organisation, dbo:Country, dbo:PopulatedPlace, 1.0714, 1.0714, 0.0000, 0.0000, 42, 45, 45, 0, 0, 45, 45, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0
Infobox_settlement, subdivision_name1, Ficha_de_localidad, país, dbo:isPartOf, dbo:country, , http://dbpedia.org/ontology/Municipality, , , , , dbo:Country, 1.4242, 1.5234, 0.9811, 0.0000, 2499, 3559, 3807, 3735, 0, 3807, 3807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Taxobox, familia, Ficha_de_taxón, unranked_ordo, dbo:family, dbo:order, , , , dbo:Species, dbo:Species, dbo:Species, , 0.0394, 1.5723, 0.9534, 0.9438, 38964, 1534, 61263, 58410, 57821, 61263, 61263, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0
Infobox_football_biography, clubs11, Ficha_de_deportista, equipos, dbo:team, dbo:formerTeam, , http://dbpedia.org/ontology/Athlete, , , dbo:Athlete, dbo:SportsTeam, dbo:SportsTeam, 0.0604, 2.6627, 0.0000, 0.7240, 762, 46, 2029, 0, 1469, 2029, 2029, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Infobox_company, location, Ficha_de_organización, área_de_influencia, dbo:location, dbo:regionServed, , http://dbpedia.org/ontology/Organisation, , , dbo:Organisation, dbo:Place, dbo:Place, 0.9545, 1.3273, 0.3356, 0.2534, 110, 105, 146, 49, 37, 146, 146, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Infobox_Settlement, subdivision_name3, Ficha_de_entidad_subnacional, capital, dbo:isPartOf, dbo:capital, , http://dbpedia.org/ontology/AdministrativeRegion, , , dbo:PopulatedPlace, , dbo:City, 0.5926, 1.6111, 0.0000, 0.0000, 54, 32, 87, 0, 0, 87, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_person, birth_place, Ficha_de_escritor, Nacionalidad, dbo:birthPlace, dbo:nationality, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, dbo:Place, dbo:Country, 0.7021, 1.4096, 0.2340, 0.9358, 188, 132, 265, 62, 248, 265, 265, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1
Infobox_Officeholder, predecessor3, Ficha_de_autoridad, sucesor, dbo:predecessor, dbo:successor, , http://dbpedia.org/ontology/President, , , , , , 0.2455, 1.2554, 0.9637, 0.0000, 505, 124, 634, 611, 0, 634, 634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_song, Artist, Ficha_de_sencillo, escritor, dbo:artist, dbo:writer, http://dbpedia.org/ontology/Song, http://dbpedia.org/ontology/Single, , dbo:MusicalWork, dbo:Work, dbo:Agent, dbo:Person, 1.3494, 1.9880, 0.6545, 0.0000, 83, 112, 165, 108, 0, 165, 165, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
Infobox_settlement, subdivision_name2, Ficha_de_entidad_subnacional, ciudad_grande, dbo:isPartOf, dbo:largestCity, , http://dbpedia.org/ontology/AdministrativeRegion, , , dbo:PopulatedPlace, , dbo:PopulatedPlace, 0.6701, 1.3196, 0.0000, 0.0000, 291, 195, 384, 0, 0, 384, 384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Taxobox, ordo, Taxobox, familia, dbo:order, dbo:family, , , , dbo:Species, dbo:Species, , dbo:Species, 1.1399, 1.2440, 0.9211, 0.9258, 336, 383, 418, 385, 387, 418, 418, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0
Infobox_album, Producer, Lista_de_canciones, writer13, dbo:producer, dbo:writer, http://dbpedia.org/ontology/Album, http://dbpedia.org/ontology/MusicalWork, , dbo:Work, dbo:Work, dbo:Agent, dbo:Person, 0.1189, 1.5286, 0.0000, 0.6839, 925, 110, 1414, 0, 967, 1414, 1414, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1
Infobox_person, resting_place, Ficha_de_actor, lugar_de_nacimiento, dbo:restingPlace, dbo:birthPlace, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Actor, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.0364, 1.0382, 0.9842, 0.0000, 550, 570, 571, 562, 0, 571, 571, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
Infobox_person, death_place, Ficha_de_científico, lugar_de_nacimiento, dbo:deathPlace, dbo:birthPlace, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Scientist, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.2349, 1.2892, 0.9206, 0.8271, 166, 205, 214, 197, 177, 214, 214, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
Infobox_person, home_town, Ficha_de_persona, lugar_de_nacimiento, dbo:hometown, dbo:birthPlace, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Person, , dbo:Agent, dbo:Person, dbo:Settlement, dbo:Place, 1.3158, 1.3509, 0.8052, 0.0000, 57, 75, 77, 62, 0, 77, 77, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0
Taxobox, domain, Ficha_de_taxón, regnum, dbo:domain, dbo:kingdom, , , , dbo:Species, dbo:Species, , , 1.2421, 1.3545, 0.7830, 0.5255, 347, 431, 470, 368, 247, 470, 470, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0
Infobox_album, Last_album, Ficha_de_álbum, posterior, dbo:previousWork, dbo:subsequentWork, http://dbpedia.org/ontology/Album, http://dbpedia.org/ontology/Album, , dbo:Work, dbo:Work, dbo:Work, dbo:Work, 1.2448, 1.2499, 0.9882, 0.9131, 6111, 7607, 7638, 7548, 6974, 7638, 7638, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Infobox_album, Artist, Lista_de_canciones, writer12, dbo:artist, dbo:writer, http://dbpedia.org/ontology/Album, http://dbpedia.org/ontology/MusicalWork, , dbo:MusicalWork, dbo:Work, dbo:Agent, dbo:Person, 0.1775, 1.6123, 0.0000, 0.6351, 1166, 207, 1880, 0, 1194, 1880, 1880, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1
Infobox_handball_biography, birth_place, Ficha_de_deportista, nacionalidad, dbo:birthPlace, dbo:nationality, http://dbpedia.org/ontology/HandballPlayer, http://dbpedia.org/ontology/Athlete, , dbo:Person, dbo:Person, dbo:Place, dbo:Country, 3.3023, 3.3023, 0.1268, 0.9296, 43, 142, 142, 18, 132, 142, 142, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1
Infobox_Doctor_Who_episode, executive_producer, Ficha_de_episodio_de_televisión, escritor, dbo:executiveProducer, dbo:writer, http://dbpedia.org/ontology/TelevisionEpisode, http://dbpedia.org/ontology/TelevisionEpisode, , , dbo:Work, dbo:Person, dbo:Person, 1.6279, 1.9302, 0.0000, 0.0000, 43, 70, 83, 0, 0, 83, 83, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1
Infobox_scientist, citizenship, Ficha_de_científico, lugar_de_fallecimiento, dbo:citizenship, dbo:deathPlace, http://dbpedia.org/ontology/Scientist, http://dbpedia.org/ontology/Scientist, , dbo:Person, dbo:Person, , dbo:Place, 1.2143, 1.2232, 0.8832, 0.0000, 112, 136, 137, 121, 0, 137, 137, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0
Infobox_company, location_country, Ficha_de_organización, área_de_influencia, dbo:locationCountry, dbo:regionServed, , http://dbpedia.org/ontology/Organisation, , , dbo:Organisation, dbo:Country, dbo:Place, 0.6533, 1.4267, 0.3551, 0.0841, 75, 49, 107, 38, 9, 107, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Infobox_film, writer, Ficha_de_película, fotografía, dbo:writer, dbo:cinematography, http://dbpedia.org/ontology/Film, http://dbpedia.org/ontology/Film, , dbo:Work, dbo:Film, dbo:Person, dbo:Person, 0.7107, 1.2794, 0.8203, 0.7094, 909, 646, 1163, 954, 825, 1163, 1163, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1
Infobox_person, birth_place, Ficha_de_persona, residencia, dbo:birthPlace, dbo:residence, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.6259, 1.6475, 0.4541, 0.7948, 139, 226, 229, 104, 182, 229, 229, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Infobox_company, location, Ficha_de_organización, foundation, dbo:location, dbo:foundationPlace, , http://dbpedia.org/ontology/Organisation, , , dbo:Organisation, dbo:Place, dbo:City, 1.1548, 1.1587, 0.2123, 0.8527, 252, 291, 292, 62, 249, 292, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_settlement, government_type, Ficha_de_entidad_subnacional, unidad, dbo:governmentType, dbo:type, , http://dbpedia.org/ontology/AdministrativeRegion, , , , dbo:GovernmentType, , 1.0047, 1.0701, 0.7031, 0.0000, 428, 430, 458, 322, 0, 458, 458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_officeholder, predecessor4, Ficha_de_autoridad, sucesor, dbo:predecessor, dbo:successor, http://dbpedia.org/ontology/Politician, http://dbpedia.org/ontology/President, , , , , , 0.1679, 1.3155, 0.9593, 0.0000, 840, 141, 1105, 1060, 0, 1105, 1105, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_person, known_for, Ficha_de_persona, ocupación, dbo:knownFor, dbo:occupation, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Person, , , , , dbo:PersonFunction, 1.2993, 1.3650, 0.7834, 0.1818, 274, 356, 374, 293, 68, 374, 374, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Infobox_film, starring, Ficha_de_película, montaje, dbo:starring, dbo:editing, http://dbpedia.org/ontology/Film, http://dbpedia.org/ontology/Film, , dbo:Work, dbo:Film, dbo:Actor, dbo:Person, 1.2597, 1.2901, 0.7131, 0.7816, 362, 456, 467, 333, 365, 467, 467, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0
Infobox_Airline, hubs, Ficha_de_aerolínea, sede_central, dbo:hubAirport, dbo:headquarter, , http://dbpedia.org/ontology/Airline, , dbo:Airline, dbo:Organisation, dbo:Airport, dbo:PopulatedPlace, 1.1308, 1.1455, 0.9855, 0.8794, 543, 614, 622, 613, 547, 622, 622, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Infobox_airline, headquarters, Ficha_de_aerolínea, aeropuerto_principal, dbo:headquarter, dbo:hubAirport, http://dbpedia.org/ontology/Airline, http://dbpedia.org/ontology/Airline, , dbo:Organisation, dbo:Airline, dbo:PopulatedPlace, dbo:Airport, 1.1925, 1.2353, 0.7359, 0.9351, 187, 223, 231, 170, 216, 231, 231, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0
Infobox_football_biography, nationalteam3, Ficha_de_deportista, selección, dbo:team, dbo:nationalTeam, , http://dbpedia.org/ontology/Athlete, , , dbo:Athlete, dbo:SportsTeam, dbo:SportsTeam, 0.4211, 2.0493, 0.0000, 0.7047, 304, 128, 623, 0, 439, 623, 623, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Infobox_road, terminus_a, Ficha_de_vía_de_transporte, cruces, dbo:routeStart, dbo:routeJunction, http://dbpedia.org/ontology/Road, http://dbpedia.org/ontology/RouteOfTransportation, , dbo:RouteOfTransportation, dbo:RouteOfTransportation, dbo:RouteOfTransportation, dbo:RouteOfTransportation, 0.9923, 1.0115, 0.9278, 0.0228, 260, 258, 263, 244, 6, 263, 263, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1
Infobox_writer, birth_place, Ficha_de_persona, lugar_de_fallecimiento, dbo:birthPlace, dbo:deathPlace, http://dbpedia.org/ontology/Writer, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.2612, 1.2687, 0.8412, 0.9118, 134, 169, 170, 143, 155, 170, 170, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1
Infobox_settlement, leader_party, Ficha_de_localidad, dirigente1, dbo:leaderParty, dbo:leader, , http://dbpedia.org/ontology/Municipality, , dbo:PopulatedPlace, , , dbo:Person, 0.3276, 1.0000, 0.0000, 0.0000, 58, 19, 58, 0, 0, 58, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_football_biography, clubs10, Ficha_de_deportista, selección, dbo:team, dbo:nationalTeam, , http://dbpedia.org/ontology/Athlete, , , dbo:Athlete, dbo:SportsTeam, dbo:SportsTeam, 0.1283, 2.0493, 0.0000, 0.7047, 304, 39, 623, 0, 439, 623, 623, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Infobox_musical_artist, current_members, Ficha_de_artista_musical, otros_miembros, dbo:bandMember, dbo:formerBandMember, , http://dbpedia.org/ontology/MusicalArtist, , dbo:Band, dbo:Band, dbo:Person, dbo:Person, 0.4572, 1.0838, 0.8319, 0.7126, 549, 251, 595, 495, 424, 595, 595, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1
Infobox_television, writer, Ficha_de_película, guion, dbo:author, dbo:writer, http://dbpedia.org/ontology/TelevisionShow, http://dbpedia.org/ontology/Film, , dbo:Work, dbo:Work, dbo:Person, dbo:Person, 0.8108, 1.4324, 0.0000, 0.0000, 37, 30, 53, 0, 0, 53, 53, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1
Persondata, PLACE_OF_DEATH, Ficha_de_persona, lugar_de_nacimiento, dbo:deathPlace, dbo:birthPlace, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 2.6737, 2.9263, 0.7806, 0.8165, 95, 254, 278, 217, 227, 278, 278, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Infobox_album, Producer, Ficha_de_álbum, discográfica, dbo:producer, dbo:recordLabel, http://dbpedia.org/ontology/Album, http://dbpedia.org/ontology/Album, , dbo:Work, , dbo:Agent, dbo:RecordLabel, 1.1343, 1.3036, 0.9751, 0.6802, 5735, 6505, 7476, 7290, 5085, 7476, 7476, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1
Infobox_VG, publisher, Ficha_de_videojuego, distribuidora, dbo:publisher, dbo:distributor, , http://dbpedia.org/ontology/VideoGame, , dbo:Work, , dbo:Agent, dbo:Organisation, 0.1154, 1.2500, 0.0154, 0.0000, 52, 6, 65, 1, 0, 65, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_television, producer, Ficha_de_serie_de_televisión, director, dbo:producer, dbo:director, http://dbpedia.org/ontology/TelevisionShow, http://dbpedia.org/ontology/TelevisionShow, , dbo:Work, dbo:Film, dbo:Agent, dbo:Person, 1.6667, 1.7639, 0.6929, 0.4331, 72, 120, 127, 88, 55, 127, 127, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
Infobox_airline, focus_cities, Ficha_de_aerolínea, aeropuerto_principal, dbo:targetAirport, dbo:hubAirport, http://dbpedia.org/ontology/Airline, http://dbpedia.org/ontology/Airline, , dbo:Airline, dbo:Airline, dbo:Airport, dbo:Airport, 0.7245, 1.2449, 0.5410, 0.0000, 98, 71, 122, 66, 0, 122, 122, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
